sample_index,central_prediction,full_gradient_norm,sketch_gradient_norm
0,9.830989837646484,739.0297877968693,722.8000901434185
1,9.099096298217773,737.4743205586464,717.7967790871273
2,8.671687126159668,723.8519708903835,709.5127852881905
3,8.787869453430176,737.503891158011,726.9391997752275
4,9.212977409362793,1880.5584943595911,1921.7296828762626
5,11.593774795532227,1941.757464525459,1968.070919741694
6,1.0017201900482178,1455.3717995865009,1426.5564153545288
7,1.431964635848999,1453.9716947736188,1428.3896009363234
8,11.874576568603516,1529.3257538825844,1528.6292474608272
9,14.248371124267578,1560.8300888225874,1552.0128997945126
10,13.20327377319336,2755.646065934706,2693.674301046018
11,15.178424835205078,2809.5478324859973,2756.129807012437
12,4.997382164001465,1200.9815741547923,1233.9032431796572
13,3.0776617527008057,992.6770160523428,983.8665154488737
14,7.759478569030762,1428.5826878989058,1468.8742213000996
15,3.6696627140045166,1077.0377243125845,1067.1793046541243
16,6.020623207092285,1341.9872000176128,1390.9266818999822
17,2.9507081508636475,1002.7835503710013,994.2937368562792
18,8.258429527282715,778.8140723279382,775.5483737045143
19,7.859138011932373,757.779300810236,749.0923621073781
21,7.699552536010742,663.9948293039677,673.0058430443786
22,7.041097640991211,461.9463371435329,458.0680763711485
23,8.75489616394043,613.8971624182252,608.348886458795
24,10.845449447631836,1188.9629065192244,1130.4481294829952
25,6.9026689529418945,715.465204209874,676.5863601888208
26,3.7094085216522217,470.8007240504173,449.0303492623535
27,3.936164379119873,478.68141801624876,451.76881919876786
28,6.990575313568115,723.3010659121448,717.2563294611754
29,8.777985572814941,1047.4219205352467,1076.2033600831714
30,6.808428764343262,774.5710997461176,769.320455089413
31,9.057914733886719,861.9762432869053,862.5656031218456
32,3.000869035720825,470.8450974601039,472.7985503315004
33,3.644516706466675,456.43729795509574,455.62498275447683
34,7.744244575500488,620.8653885741261,608.3125925608833
35,5.167925834655762,309.9409233160784,309.0916889016984
36,5.2935943603515625,974.1823184606777,957.628367657052
37,4.121463775634766,884.8222672947771,864.0340152827487
38,7.379475116729736,619.0543627333542,627.4956610056272
39,8.31990909576416,680.1729792047237,689.5315606739894
40,8.446504592895508,769.3726639236384,753.4857355596791
41,7.861324310302734,800.720902680773,782.4819451353754
42,11.05817985534668,697.1095168819421,731.2257754904372
43,6.180531024932861,535.9209178512281,556.0685228850678
44,6.291315078735352,528.7621243099046,516.3636461604377
45,6.344176292419434,581.7082726561371,570.8987659486015
46,10.457515716552734,960.8958120599174,897.9303476327142
47,9.596746444702148,890.7060071663926,835.9749574180663
48,12.211118698120117,893.0661720822492,880.3980701263749
49,16.354204177856445,1389.0429585447237,1336.420850250544
50,8.366133689880371,691.5003030483877,706.3369092941228
51,6.5985565185546875,493.47956492799557,483.3973464033456
52,9.899676322937012,744.1444635704597,721.1913375572127
54,6.938031196594238,642.5488973147546,642.8863894612105
55,6.612141132354736,590.9101069588619,589.7993991690198
56,9.416207313537598,561.8456870429164,556.8181211026712
57,10.011274337768555,574.8338964820563,568.0927658342632
58,7.398355484008789,634.6760519665553,641.388762355266
59,8.316126823425293,680.0233767707971,689.659160275562
60,13.970375061035156,883.7839297285389,903.8813105083145
61,14.64990234375,896.9527505415219,916.2698713376491
62,11.769107818603516,1089.606304402656,1081.8866869374267
