geometry,method,selected_count,selected_sketch_norm_percentile_median,selected_full_norm_percentile_median,selected_sketch_norm_median,selected_top_decile_fraction,pool_zero_norm_count,pool_below_epsilon_count,selected_zero_norm_count,maxdet_logdet_gain_sum,maxdet_gain_median,raw_pairwise_distance_mean,raw_pairwise_distance_median,raw_nearest_L_distance_mean,raw_nearest_L_distance_median,unit_pairwise_distance_mean,unit_pairwise_distance_median,unit_nearest_L_distance_mean,unit_nearest_L_distance_median,raw_unit_intersection,raw_unit_jaccard
raw,lcmd,32,96.87118064043023,97.22561720850648,1930.5458331049563,0.84375,0,0,0,,,2321.3237397110197,2229.4781542941328,1325.0228293148966,1233.1515154850476,1.0688433040110827,1.0587633317981098,0.6139685945007368,0.6277762030852929,0,0.0
raw,maxdet,32,98.76558298704474,98.88780249327792,2325.1182000353965,1.0,0,0,0,21.782923551139337,0.6183519068728734,2778.308961433925,2700.9098576548868,1557.4186050656401,1474.3136132900577,1.1005356967575244,1.1143991548749912,0.6037039597126407,0.6061599873056083,1,0.015873015873015872
unit,lcmd,32,29.30823759472012,26.729406013199707,694.4054604218937,0.0625,0,0,0,,,964.3164379107388,888.3102186552684,566.1299892356624,526.4569625477443,1.1742572943289342,1.1897208801262664,0.7714532055219583,0.7566121509798422,0,0.0
unit,maxdet,32,15.424101686629186,16.340747983378147,575.9244282086461,0.09375,0,0,0,9.469989600682348,0.2830237964796845,985.4867087492479,747.7838722812454,546.0207426333079,469.9389695635805,1.2233433232216735,1.2426343819230965,0.780425768559345,0.7987752371740042,1,0.015873015873015872
