epoch,optimizer_steps,sample_presentations,train_loss,validation_mse,rmse,mae,r2,nrmse,train_seconds,validation_seconds,elapsed_seconds
1,2,356,275.5047698288821,117.09796895443677,10.82118149530987,7.339334853747595,-0.5135576575137362,1.2577269460517555,0.997661874993355,0.4283678749925457,1.532845042005647
2,4,712,156.41140987096207,136.05158333427778,11.664115197231112,7.876022887133393,-0.7585438723756965,1.3556996518141537,0.8926590409973869,0.31903787500050385,2.744663874997059
3,6,1068,102.67887998430916,176.6379312786406,13.290520353945537,9.85668688988396,-1.2831454369477497,1.5447338706454206,0.8066862499981653,0.29446712500066496,3.845898459010641
4,8,1424,75.08431201034718,210.1382894137696,14.49614739900811,11.485037010087659,-1.7161565646181751,1.6848617875573744,0.8351371250028023,0.34246749999874737,5.02359900000738
5,10,1780,66.60210024372915,205.590258372638,14.338418963492384,11.324225529907686,-1.6573706841252913,1.6665292881355045,0.9745462499995483,0.3520138330059126,6.350296959004481
6,12,2136,64.55964197737447,181.46410906136643,13.470861481782315,10.273247913551717,-1.3455265218187402,1.5656946036356203,1.0019685839943122,0.37031295799533837,7.722677249999833
7,14,2492,55.21320750204365,158.33658360021934,12.583186543964901,9.183248402136057,-1.04659013911612,1.4625217024961585,0.9535279590054415,0.7615654169931076,9.43787441700988
8,16,2848,45.95466009418616,136.20376796206472,11.670636998984447,8.079586217277928,-0.7605109449970195,1.3564576693934294,1.702226667010109,0.45979845798865426,11.600008084002184
9,18,3204,42.14331389009283,115.62934566463204,10.753108651205569,7.073894856429776,-0.4945748686051443,1.2498149587737055,0.9899365000019316,0.37207029199635144,12.978050709003583
10,20,3560,38.11360665653529,88.30207182747714,9.396918209044768,5.992301105005056,-0.1413543563749582,1.092187322288468,0.9766910000034841,0.3805962089973036,14.349972167008673
11,22,3916,31.936542125230424,85.27024244532451,9.234188781117945,6.536982279557448,-0.10216624219496095,1.0732735662898407,1.088779459008947,0.36864962500112597,15.82194779200654
12,24,4272,27.849174049463166,86.1620916737516,9.282353778743385,6.705427934283669,-0.11369389925926687,1.0788716994877998,0.9307485419994919,0.4064990419865353,17.159274083998753
13,26,4628,23.803239350908257,95.44928119547399,9.769814798422434,7.376332491515619,-0.233736090792527,1.135528438852714,1.0620224580052309,0.37542912500794046,18.596854667004663
14,28,4984,19.440445760662637,135.14533791097875,11.625202704081282,9.4331239128885,-0.7468301363282785,1.3511769209835316,1.0879242920054821,0.36658804200123996,20.051466709002852
15,30,5340,16.474883604585454,136.08553673620827,11.665570570538257,9.288215438364006,-0.7589827393513535,1.3558688073010805,0.8901233749929816,0.3261229589988943,21.26781029200356
16,32,5696,14.274803033035793,113.0171485842803,10.630952383689822,8.269999388258467,-0.46081073990843024,1.2356169500488494,0.9786240419925889,0.3337117500050226,22.58024745900184
17,34,6052,11.993129301606938,78.0380947062973,8.833917291117078,6.294186846930006,-0.008686631161445968,1.0267507130386893,0.9741727500077104,0.3358205410040682,23.905916083997
18,36,6408,12.066012457515416,94.04017450756378,9.697431335542612,6.584908354137591,-0.21552258771656696,1.127115435914731,0.9267742920055753,0.3322174590139184,25.16496900000493
19,38,6764,16.850563842259096,82.00321331166771,9.05556256185488,6.5588393684340875,-0.059938037839932345,1.0525121541154048,0.9166273339942563,0.441030125002726,26.522724167007254
20,40,7120,14.144368477081985,154.84415517854183,12.44363914530399,9.487947770941112,-1.001448521134638,1.4463023531004087,0.9142476660053944,0.3544924580055522,27.791560459008906
