epoch,train_loss,validation_loss,train_seconds,validation_seconds
1,228.54261271158853,199.8030242919922,13.116813500000717,0.2927305420016637
2,120.94851938883464,267.6448059082031,11.591956332998961,0.32190587500008405
3,87.20481618245442,267.185302734375,12.770383708000736,0.2998144169978332
4,79.38616689046223,226.19400024414062,11.19496416700349,0.3049842920008814
5,69.81297047932942,157.01161193847656,11.190989417002129,0.29733054200187325
6,65.45880762736003,149.37477111816406,10.54879954200078,0.30716695800219895
7,60.13165028889974,112.28408813476562,11.074848500000371,0.287609707997035
8,55.35887145996094,73.83543395996094,11.541312749999634,0.30843841699970653
9,49.894002278645836,76.89674377441406,14.490570583999215,0.37317075000100886
10,47.453295389811196,68.0703125,13.671899666001991,0.32622770899979514
11,42.73310470581055,70.76671600341797,10.613911625001492,0.33497287499994854
12,42.4713986714681,71.36962127685547,11.154225124999357,0.34741841700088116
13,40.888013203938804,75.45146179199219,11.098363124998286,0.3195499160028703
14,41.38563092549642,68.66752624511719,10.755231374998402,0.32863541699771304
15,36.08062235514323,60.62276840209961,11.021663874998922,0.345798583002761
16,33.790822982788086,58.72865295410156,9.815059458000178,0.28672491700126557
17,31.842790603637695,58.90492248535156,9.504162749999523,0.27719700000307057
18,29.179041226704914,61.92721939086914,9.81068820800283,0.3542150829998718
19,27.8486172358195,56.70096206665039,10.864171833,0.33032729199840105
20,26.1309331258138,49.589881896972656,10.6664250419999,0.3335566669993568
21,24.22800890604655,48.557804107666016,10.128624332999607,0.24698108300071908
22,23.09166367848714,48.03133773803711,9.416291249999631,0.2690667080023559
23,22.1041161219279,53.0114631652832,9.297967208000046,0.2847015420011303
24,22.136080106099445,57.84078598022461,9.392859833998955,0.2666532080002071
25,23.866360982259113,42.87611389160156,9.286126499999227,0.2979219579974597
26,21.795717239379883,48.58807373046875,9.813269957998273,0.26514316700195195
27,24.727800687154133,48.82947540283203,9.85912074999942,0.2971371250023367
28,22.749978065490723,71.26004791259766,9.39354558299965,0.2526330830005463
29,23.12950038909912,43.12356185913086,9.429628333000437,0.29519299999810755
30,20.762810389200848,63.40718078613281,9.7162900000003,0.26347645900023053
