utc,method,round,purpose,allowed,requested_rows,ids_hash,ids,test_frozen
2026-09-24T03:30:11.576737+00:00,shared,0,fit,True,333,431796eafada99c70b1bd7a5f4ff21bde5afa3f05bdb62b7a38b59dfe530b68b,31;42;43;48;51;56;90;105;119;122;137;144;156;162;164;170;176;177;181;184;198;221;231;251;268;269;281;295;298;303;308;398;405;407;430;438;459;482;488;489;510;518;526;529;564;570;585;589;591;604;637;667;671;675;691;703;723;739;757;766;773;806;829;833;842;846;902;926;943;946;961;963;991;995;996;1032;1055;1056;1065;1101;1137;1155;1170;1180;1185;1189;1191;1213;1226;1259;1265;1300;1316;1329;1339;1341;1354;1374;1385;1416;1448;1449;1474;1475;1480;1483;1496;1534;1539;1542;1546;1570;1575;1619;1635;1646;1652;1683;1689;1693;1708;1711;1721;1732;1776;1806;1813;1822;1871;1886;1893;1906;1919;1930;1936;1939;1947;1970;1980;2019;2034;2091;2102;2118;2130;2137;2145;2146;2154;2165;2171;2206;2223;2237;2252;2289;2290;2329;2332;2355;2362;2376;2377;2389;2406;2439;2443;2457;2461;2470;2510;2526;2547;2551;2553;2559;2574;2575;2587;2642;2678;2687;2734;2761;2768;2776;2785;2794;2800;2814;2817;2824;2878;2897;2899;2904;2919;2962;2964;2965;2975;2982;3025;3053;3067;3171;3172;3177;3185;3213;3218;3224;3232;3243;3261;3279;3313;3332;3339;3361;3362;3406;3420;3445;3448;3451;3457;3465;3466;3476;3483;3488;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3605;3616;3667;3721;3755;3787;3837;3847;3857;3862;3877;3882;3901;3910;3915;3937;3966;3969;3999;4019;4039;4049;4072;4120;4140;4143;4158;4167;4169;4175;4190;4202;4203;4223;4228;4243;4258;4274;4282;4289;4329;4335;4344;4345;4347;4387;4390;4429;4441;4461;4470;4487;4496;4503;4531;4537;4540;4564;4572;4577;4586;4590;4613;4616;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4769;4831;4856;4860;4867;4872;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T03:35:08.251538+00:00,shared,0,validation,True,247,6aa8288cc1c20aed3c52035bc92a1a060004c0e0a5d93a7f3e5828f7aa100d12,96;101;110;134;145;148;158;197;205;230;239;304;313;319;322;323;324;344;425;427;428;457;465;471;493;556;568;611;626;633;652;669;676;692;719;722;742;763;770;805;817;867;869;875;889;924;960;1045;1064;1066;1075;1085;1088;1211;1222;1235;1239;1293;1311;1350;1356;1368;1383;1412;1421;1427;1431;1455;1501;1505;1558;1560;1589;1603;1648;1665;1699;1709;1713;1716;1772;1792;1796;1808;1934;1966;1989;1995;2010;2025;2065;2068;2087;2099;2139;2156;2176;2192;2227;2235;2264;2275;2286;2317;2326;2336;2339;2346;2373;2382;2428;2431;2441;2471;2516;2535;2616;2646;2651;2660;2663;2669;2671;2683;2696;2711;2712;2732;2748;2782;2799;2837;2841;2870;2879;2881;2892;2915;2931;2932;2935;2956;2971;2986;2988;2993;3003;3038;3047;3050;3058;3059;3063;3089;3097;3110;3111;3118;3182;3190;3204;3219;3221;3228;3276;3282;3284;3293;3336;3378;3380;3382;3440;3485;3491;3555;3578;3601;3635;3656;3694;3719;3726;3746;3751;3753;3762;3763;3790;3807;3813;3854;3870;3872;3908;3914;3928;3990;4000;4010;4037;4041;4069;4108;4131;4142;4211;4310;4325;4333;4340;4359;4370;4375;4389;4411;4467;4483;4497;4533;4546;4618;4620;4633;4634;4653;4684;4694;4697;4712;4721;4726;4753;4778;4799;4802;4859;4864;4885;4899;4906;4920;4925;4931;4935;4936;4949,False
2026-09-24T03:35:16.508567+00:00,random,1,fit,True,365,e2b80cf5c1b3bb8829ca51e0509e77b3d69577673aa4e704bbd5bcf701e9151a,31;42;43;48;51;56;90;105;119;122;137;144;156;162;164;170;176;177;181;184;198;221;231;251;268;269;281;295;298;303;307;308;398;405;407;422;430;438;459;482;488;489;510;518;526;529;564;570;585;589;591;604;637;667;671;675;691;703;710;723;739;757;766;773;806;829;833;842;846;902;926;933;939;943;946;961;963;991;995;996;1032;1055;1056;1065;1101;1137;1155;1170;1180;1185;1189;1191;1213;1226;1259;1265;1289;1300;1301;1316;1329;1339;1341;1351;1354;1374;1385;1416;1448;1449;1474;1475;1476;1480;1483;1496;1534;1539;1542;1546;1570;1575;1619;1621;1635;1646;1652;1683;1689;1693;1708;1711;1721;1731;1732;1776;1806;1813;1822;1871;1886;1893;1906;1919;1930;1936;1939;1947;1970;1980;2019;2034;2091;2102;2111;2118;2128;2130;2132;2137;2145;2146;2154;2165;2171;2195;2206;2223;2237;2252;2263;2289;2290;2329;2332;2355;2362;2376;2377;2389;2406;2439;2443;2457;2461;2470;2510;2523;2526;2540;2547;2551;2553;2559;2574;2575;2587;2619;2642;2678;2687;2704;2734;2761;2768;2776;2785;2794;2800;2814;2817;2824;2878;2897;2899;2904;2919;2961;2962;2964;2965;2975;2982;3025;3053;3067;3159;3171;3172;3177;3185;3199;3213;3218;3224;3232;3243;3261;3279;3289;3313;3332;3339;3361;3362;3406;3420;3445;3448;3451;3457;3465;3466;3476;3483;3488;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3605;3616;3667;3721;3755;3777;3787;3828;3837;3847;3857;3862;3874;3877;3882;3901;3910;3915;3937;3966;3969;3999;4019;4039;4049;4063;4072;4120;4140;4143;4158;4167;4169;4175;4190;4202;4203;4223;4228;4243;4258;4274;4282;4289;4329;4335;4344;4345;4347;4387;4390;4429;4433;4441;4461;4470;4474;4487;4496;4503;4518;4531;4537;4540;4564;4572;4577;4586;4590;4613;4616;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4769;4809;4831;4856;4860;4867;4872;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T03:40:58.143802+00:00,random,2,fit,True,397,0d7180111a751a41535e3ad08f9f77be5e4a712f52560dfa625218f6c9e6dc3a,31;42;43;48;51;56;90;105;119;122;137;144;156;162;164;170;176;177;181;184;198;221;231;251;268;269;281;295;298;303;307;308;317;398;405;407;422;430;438;459;482;488;489;510;518;526;529;533;564;570;585;589;591;604;637;667;671;675;691;703;710;723;739;757;766;767;773;806;829;833;842;846;871;902;926;933;939;943;946;961;963;991;995;996;1000;1020;1032;1055;1056;1065;1101;1137;1153;1155;1170;1180;1185;1189;1191;1213;1226;1254;1259;1265;1289;1300;1301;1304;1316;1329;1339;1341;1351;1354;1374;1385;1416;1448;1449;1474;1475;1476;1480;1483;1496;1534;1539;1542;1546;1569;1570;1575;1607;1619;1621;1635;1646;1652;1683;1689;1693;1708;1711;1721;1731;1732;1773;1776;1806;1813;1822;1871;1886;1893;1900;1906;1919;1930;1936;1939;1947;1970;1980;2019;2034;2091;2102;2111;2118;2128;2130;2132;2137;2145;2146;2154;2165;2171;2185;2195;2206;2223;2237;2252;2263;2289;2290;2329;2332;2355;2362;2376;2377;2389;2398;2406;2439;2443;2457;2461;2469;2470;2510;2523;2526;2540;2547;2551;2553;2559;2574;2575;2587;2619;2642;2678;2687;2704;2720;2734;2761;2768;2776;2785;2794;2800;2814;2817;2824;2878;2897;2899;2904;2916;2919;2961;2962;2964;2965;2975;2976;2982;3025;3053;3067;3116;3159;3171;3172;3177;3185;3199;3213;3216;3218;3224;3226;3232;3243;3261;3279;3289;3313;3330;3332;3339;3361;3362;3400;3406;3420;3445;3448;3451;3457;3465;3466;3476;3483;3488;3502;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3603;3605;3616;3667;3721;3748;3755;3777;3787;3828;3837;3847;3850;3857;3862;3874;3877;3882;3901;3910;3915;3937;3966;3969;3999;4019;4039;4049;4063;4072;4120;4130;4140;4143;4158;4167;4169;4175;4181;4190;4202;4203;4223;4228;4243;4258;4274;4282;4289;4329;4335;4344;4345;4347;4387;4390;4399;4429;4433;4441;4452;4461;4470;4474;4487;4496;4503;4518;4531;4537;4540;4564;4572;4577;4586;4590;4613;4616;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4769;4809;4831;4856;4860;4867;4872;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T03:48:51.487161+00:00,random,3,fit,True,429,503d5675a948783b853ca44aaf09e3d6fca9693d92be1b7ff585757035057364,31;42;43;48;51;56;90;105;119;122;137;144;156;162;164;170;176;177;181;184;198;221;231;246;251;268;269;281;282;295;298;303;307;308;317;376;398;405;407;422;430;438;459;482;488;489;510;518;526;529;533;564;570;585;589;591;604;637;667;671;675;682;691;703;710;711;723;739;757;766;767;773;806;829;833;842;846;871;873;883;902;926;933;939;943;946;961;963;991;995;996;1000;1020;1032;1055;1056;1065;1101;1137;1153;1155;1170;1180;1183;1185;1189;1191;1213;1226;1254;1259;1265;1289;1300;1301;1304;1316;1329;1339;1341;1351;1354;1374;1385;1416;1448;1449;1474;1475;1476;1480;1483;1496;1534;1539;1542;1546;1563;1569;1570;1575;1607;1619;1621;1635;1646;1652;1674;1683;1685;1689;1693;1708;1710;1711;1717;1721;1731;1732;1773;1776;1806;1813;1822;1871;1873;1886;1893;1900;1906;1919;1930;1936;1939;1947;1956;1970;1980;2019;2034;2091;2102;2111;2117;2118;2128;2130;2132;2137;2145;2146;2154;2165;2171;2185;2195;2206;2223;2237;2252;2263;2280;2289;2290;2329;2332;2340;2355;2362;2376;2377;2388;2389;2393;2398;2406;2439;2443;2457;2461;2469;2470;2510;2523;2526;2540;2547;2551;2553;2559;2574;2575;2587;2611;2619;2642;2678;2687;2704;2710;2720;2734;2761;2768;2776;2785;2794;2800;2814;2817;2824;2878;2897;2899;2904;2916;2919;2961;2962;2964;2965;2967;2975;2976;2982;3025;3053;3067;3116;3159;3171;3172;3177;3185;3199;3213;3216;3218;3224;3226;3232;3243;3261;3279;3289;3313;3330;3332;3339;3361;3362;3400;3406;3420;3445;3448;3451;3457;3465;3466;3476;3483;3488;3502;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3603;3605;3616;3667;3721;3748;3755;3777;3787;3828;3837;3847;3850;3857;3862;3874;3877;3882;3901;3910;3915;3937;3966;3969;3999;4019;4039;4049;4062;4063;4072;4093;4120;4130;4140;4143;4158;4167;4169;4175;4181;4190;4202;4203;4223;4228;4243;4258;4274;4282;4289;4329;4335;4344;4345;4347;4387;4390;4399;4429;4430;4433;4441;4452;4461;4470;4474;4480;4487;4496;4503;4518;4531;4537;4540;4564;4570;4572;4577;4586;4590;4613;4616;4639;4645;4650;4651;4657;4661;4677;4683;4696;4702;4715;4720;4722;4769;4779;4809;4831;4856;4860;4867;4872;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T03:55:52.252966+00:00,latent_coreset,1,fit,True,365,9de0128d923ce0bd27189f75995a718a1993d208163fc193daeb257724d2fac3,4;31;42;43;48;51;56;90;105;119;122;137;144;156;162;164;170;176;177;181;184;198;221;231;251;268;269;281;295;298;303;308;398;405;407;430;438;459;482;488;489;510;518;526;529;564;570;585;589;591;604;637;667;671;675;691;703;723;739;757;766;773;806;829;833;842;846;902;926;943;946;961;963;991;995;996;1032;1034;1055;1056;1065;1101;1128;1137;1155;1170;1180;1183;1185;1189;1191;1213;1226;1259;1265;1300;1316;1329;1339;1341;1354;1374;1385;1389;1416;1448;1449;1474;1475;1480;1483;1496;1534;1539;1542;1546;1570;1575;1619;1635;1646;1652;1681;1683;1689;1693;1708;1711;1721;1732;1742;1776;1806;1813;1822;1871;1886;1893;1902;1906;1919;1930;1936;1939;1947;1970;1980;1999;2004;2019;2034;2091;2102;2118;2130;2137;2145;2146;2154;2165;2171;2191;2206;2223;2237;2252;2287;2289;2290;2308;2329;2332;2340;2355;2362;2376;2377;2389;2406;2419;2439;2443;2457;2461;2470;2510;2526;2547;2551;2553;2559;2574;2575;2587;2642;2678;2687;2734;2761;2768;2776;2785;2791;2794;2800;2814;2817;2824;2878;2897;2899;2904;2919;2962;2964;2965;2975;2982;3025;3053;3067;3171;3172;3177;3179;3185;3213;3218;3224;3232;3243;3261;3279;3313;3316;3330;3332;3339;3361;3362;3400;3406;3416;3420;3445;3448;3451;3457;3465;3466;3476;3481;3483;3487;3488;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3605;3616;3659;3667;3721;3755;3787;3837;3847;3857;3862;3877;3882;3901;3910;3915;3930;3937;3966;3969;3999;4013;4019;4039;4049;4072;4120;4140;4143;4158;4167;4169;4175;4190;4202;4203;4223;4228;4243;4256;4258;4274;4282;4289;4329;4335;4344;4345;4347;4374;4387;4390;4429;4441;4461;4462;4470;4487;4496;4503;4531;4537;4540;4564;4572;4577;4586;4590;4613;4616;4637;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4769;4806;4831;4856;4860;4867;4872;4884;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T04:01:22.572631+00:00,latent_coreset,2,fit,True,397,b4d45ffd5b58159f2509a7a78179272ab44da4c3a85d1640cd44d0563ef53935,4;12;31;42;43;48;51;56;86;88;90;105;119;122;137;144;156;159;162;164;170;176;177;181;184;198;221;231;251;268;269;281;295;298;303;308;398;405;407;430;438;459;482;488;489;504;510;518;526;529;564;570;585;589;591;604;637;667;671;675;691;703;723;739;757;766;773;806;829;833;842;846;902;926;943;946;961;963;991;995;996;1032;1034;1055;1056;1065;1101;1128;1137;1155;1170;1180;1183;1185;1189;1191;1213;1226;1248;1259;1265;1300;1316;1329;1339;1341;1354;1374;1385;1389;1416;1448;1449;1474;1475;1480;1483;1496;1534;1539;1542;1546;1570;1575;1597;1619;1635;1640;1646;1652;1681;1683;1689;1693;1708;1711;1721;1723;1732;1742;1771;1776;1806;1813;1822;1827;1836;1845;1871;1886;1893;1902;1906;1919;1930;1936;1939;1947;1970;1974;1980;1999;2004;2019;2034;2091;2102;2118;2130;2137;2145;2146;2154;2165;2171;2191;2206;2223;2237;2252;2263;2287;2289;2290;2308;2329;2332;2340;2355;2362;2376;2377;2379;2389;2406;2419;2439;2443;2457;2461;2470;2505;2510;2526;2547;2551;2553;2559;2574;2575;2580;2587;2623;2642;2678;2687;2734;2761;2768;2776;2785;2791;2794;2800;2814;2817;2824;2878;2897;2899;2904;2919;2962;2964;2965;2975;2982;3025;3053;3067;3171;3172;3177;3179;3185;3213;3218;3224;3232;3243;3261;3279;3313;3316;3330;3332;3339;3361;3362;3400;3406;3416;3420;3445;3448;3451;3457;3465;3466;3476;3481;3483;3487;3488;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3605;3616;3624;3643;3659;3667;3721;3755;3787;3834;3837;3847;3857;3862;3877;3882;3901;3910;3915;3930;3937;3966;3969;3983;3986;3994;3999;4013;4019;4023;4039;4049;4072;4120;4140;4143;4158;4167;4169;4175;4190;4202;4203;4208;4223;4228;4243;4256;4258;4274;4282;4285;4289;4329;4335;4344;4345;4347;4374;4387;4390;4429;4441;4461;4462;4470;4487;4496;4503;4504;4531;4537;4540;4564;4572;4577;4578;4586;4590;4612;4613;4616;4637;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4766;4769;4806;4831;4856;4860;4867;4872;4884;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T04:07:02.117064+00:00,latent_coreset,3,fit,True,429,5030a20cd8447c5e4241b77b9dc46f6424b24f37a7b669eaf6392fc18300ecd7,4;12;31;42;43;48;51;56;86;88;90;105;119;122;137;144;156;159;162;164;170;176;177;181;184;198;221;231;251;268;269;278;281;295;298;303;308;398;405;407;430;438;459;482;488;489;504;510;518;526;529;564;570;585;589;591;604;637;667;671;675;691;703;723;739;741;757;766;773;806;814;829;833;842;846;902;926;943;946;961;963;991;995;996;1032;1034;1055;1056;1065;1101;1112;1128;1137;1155;1170;1180;1183;1185;1189;1191;1213;1217;1226;1248;1259;1265;1300;1316;1329;1339;1341;1354;1374;1385;1389;1416;1448;1449;1474;1475;1480;1483;1496;1523;1534;1536;1539;1542;1546;1566;1570;1575;1597;1619;1635;1640;1646;1652;1681;1683;1689;1693;1708;1711;1721;1723;1732;1733;1742;1771;1776;1795;1806;1813;1816;1822;1827;1836;1845;1846;1871;1885;1886;1893;1902;1906;1909;1919;1930;1936;1939;1947;1970;1974;1980;1999;2004;2019;2034;2091;2102;2118;2130;2137;2145;2146;2154;2165;2171;2191;2206;2223;2237;2252;2260;2263;2287;2289;2290;2308;2329;2332;2340;2355;2362;2376;2377;2379;2389;2406;2419;2439;2442;2443;2457;2461;2470;2491;2505;2510;2526;2547;2551;2553;2559;2574;2575;2580;2587;2623;2642;2678;2687;2734;2761;2768;2776;2785;2791;2794;2800;2814;2817;2824;2878;2897;2899;2904;2919;2955;2958;2962;2964;2965;2975;2982;3010;3025;3053;3067;3171;3172;3177;3179;3185;3213;3218;3224;3232;3243;3259;3261;3279;3313;3316;3330;3332;3339;3361;3362;3400;3406;3416;3420;3445;3448;3451;3457;3465;3466;3476;3481;3483;3487;3488;3503;3520;3527;3533;3535;3545;3546;3548;3549;3556;3566;3584;3586;3602;3605;3616;3624;3643;3659;3667;3721;3755;3770;3787;3834;3837;3839;3847;3857;3862;3877;3882;3901;3910;3915;3930;3937;3966;3969;3983;3986;3994;3999;4013;4019;4023;4039;4049;4072;4120;4140;4143;4158;4167;4169;4175;4190;4202;4203;4208;4223;4228;4243;4256;4258;4274;4282;4285;4289;4300;4329;4335;4344;4345;4347;4351;4369;4374;4387;4390;4429;4441;4461;4462;4470;4487;4496;4503;4504;4520;4531;4537;4540;4564;4572;4577;4578;4586;4590;4610;4612;4613;4616;4637;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4766;4769;4795;4806;4831;4847;4856;4860;4867;4872;4884;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T04:11:30.518732+00:00,morgan_coreset,1,fit,True,365,2160877362413fd151fe047e72eeba8469631c0043482ffac8ff6501456629d0,31;42;43;48;51;56;90;100;105;111;119;122;137;144;156;162;164;170;176;177;181;184;198;221;231;234;251;268;269;281;295;298;303;308;343;398;405;407;430;438;459;482;488;489;504;510;518;526;529;564;570;585;589;591;604;627;637;667;671;675;691;703;723;739;757;766;773;806;829;833;842;846;856;858;902;926;943;946;955;961;963;991;995;996;1032;1055;1056;1065;1101;1121;1137;1155;1170;1180;1185;1189;1191;1213;1221;1226;1259;1265;1270;1300;1316;1329;1339;1341;1354;1374;1385;1416;1448;1449;1474;1475;1480;1483;1496;1534;1539;1542;1546;1570;1575;1619;1635;1646;1652;1683;1689;1693;1708;1711;1721;1732;1733;1776;1806;1813;1822;1871;1877;1886;1893;1906;1919;1930;1936;1939;1947;1970;1980;2019;2034;2091;2102;2118;2130;2137;2145;2146;2154;2165;2169;2171;2184;2206;2223;2237;2252;2289;2290;2308;2322;2329;2332;2355;2362;2376;2377;2389;2406;2419;2439;2443;2457;2461;2470;2510;2526;2547;2549;2551;2553;2559;2574;2575;2587;2642;2678;2687;2734;2761;2768;2776;2785;2794;2800;2814;2817;2824;2875;2878;2897;2899;2904;2919;2955;2962;2964;2965;2975;2982;3012;3025;3041;3053;3067;3105;3171;3172;3177;3185;3213;3218;3224;3232;3243;3261;3279;3295;3313;3329;3332;3339;3361;3362;3406;3420;3445;3448;3451;3457;3465;3466;3476;3483;3488;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3605;3616;3643;3667;3721;3755;3787;3837;3847;3857;3862;3877;3882;3901;3910;3915;3937;3966;3969;3985;3999;4019;4039;4049;4072;4120;4140;4143;4158;4167;4169;4175;4190;4194;4202;4203;4223;4228;4243;4258;4274;4282;4289;4329;4335;4344;4345;4347;4387;4390;4429;4441;4461;4470;4487;4496;4503;4531;4537;4540;4564;4572;4577;4586;4590;4613;4616;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4769;4788;4823;4831;4856;4860;4867;4872;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
2026-09-24T04:17:01.430095+00:00,morgan_coreset,2,fit,True,397,9bb96ca01ca704a4fbbf7bc4129c08ab879383964045464fb1e6e5863a920b9d,31;33;42;43;48;51;56;90;100;105;111;119;122;137;144;154;156;162;164;170;176;177;181;184;198;221;231;234;251;268;269;281;295;298;303;308;343;398;405;407;430;438;459;482;488;489;504;510;516;518;526;529;533;564;570;585;589;591;604;627;637;642;667;671;675;691;703;723;739;757;766;773;806;807;829;833;842;846;856;858;890;902;926;943;946;955;961;963;991;995;996;1032;1055;1056;1065;1068;1089;1101;1121;1137;1155;1170;1180;1185;1189;1191;1213;1221;1226;1259;1265;1270;1300;1316;1328;1329;1339;1341;1354;1374;1382;1385;1416;1448;1449;1468;1474;1475;1480;1483;1490;1496;1523;1534;1539;1542;1546;1570;1575;1619;1635;1646;1652;1671;1683;1689;1693;1708;1711;1721;1732;1733;1776;1806;1813;1818;1822;1827;1871;1877;1886;1893;1906;1919;1930;1936;1939;1947;1962;1970;1980;2019;2031;2034;2091;2102;2118;2130;2137;2142;2145;2146;2154;2165;2169;2171;2184;2206;2223;2237;2252;2289;2290;2308;2312;2322;2329;2332;2355;2362;2376;2377;2389;2406;2419;2439;2443;2457;2461;2470;2510;2526;2533;2536;2547;2549;2551;2553;2559;2574;2575;2587;2642;2678;2687;2734;2761;2768;2776;2785;2794;2800;2814;2817;2824;2842;2868;2875;2878;2897;2899;2904;2919;2955;2962;2964;2965;2975;2982;3012;3025;3041;3053;3067;3105;3171;3172;3177;3179;3185;3213;3218;3224;3232;3243;3261;3279;3295;3313;3329;3332;3339;3361;3362;3406;3420;3445;3448;3451;3457;3465;3466;3476;3483;3488;3503;3520;3527;3533;3546;3548;3549;3556;3566;3584;3586;3602;3605;3616;3643;3667;3689;3721;3755;3787;3837;3847;3850;3857;3862;3869;3877;3882;3901;3910;3915;3937;3966;3969;3985;3999;4019;4023;4039;4049;4072;4120;4126;4140;4143;4158;4167;4169;4175;4190;4194;4202;4203;4223;4228;4243;4258;4274;4282;4289;4329;4335;4344;4345;4347;4387;4390;4429;4441;4461;4470;4487;4496;4503;4531;4537;4540;4564;4572;4577;4586;4590;4613;4616;4645;4651;4657;4661;4677;4696;4702;4715;4720;4722;4769;4788;4795;4823;4831;4856;4860;4867;4872;4888;4891;4903;4905;4929;4944;4945;4953;4967,False
