epoch,optimizer_steps,sample_presentations,train_loss,validation_mse,rmse,mae,r2,nrmse,train_seconds,validation_seconds,elapsed_seconds
1,1,356,317.4826965332031,267.60612613829056,16.35867128278732,13.799005268073758,-2.458960945529276,1.90133967190941,0.46469720799359493,0.12420224999368656,1.328482457989594
2,2,712,159.58749389648438,193.07611992136412,13.895183335291554,10.834916500910092,-1.4956183476054101,1.6150127884556886,0.36415470798965544,0.1262128750095144,1.8255489169969223
3,3,1068,129.5645294189453,169.88885754977667,13.034141995151682,9.676792517847378,-1.1959098314572603,1.5149354636619212,0.3621102500037523,0.12586075000581332,2.321036416993593
4,4,1424,112.06000518798828,186.881847511705,13.670473565743983,10.559615747528037,-1.4155538638054086,1.5888951660571033,0.36203124999883585,0.12959254100860562,2.812692416991922
5,5,1780,111.7204360961914,218.33206349556406,14.776063870177472,11.945176610821171,-1.822065741490945,1.7173959880590492,0.36272662499686703,0.13027175000752322,3.30574808298843
6,6,2136,99.87954711914062,254.46207635571412,15.951867488031429,13.32788589167567,-2.289066647816041,1.8540575803335178,0.36643079099303577,0.12870108299830463,3.800939082997502
7,7,2492,78.27530670166016,266.52914389447596,16.3257203177831,13.754919942739884,-2.4450403392481714,1.8975098390392955,0.4012138749967562,0.12967958400258794,4.3318945829960285
8,8,2848,66.02371978759766,267.2363021669921,16.34736376811234,13.781454867785156,-2.4541807609651136,1.9000254193108597,0.3697601250023581,0.12946212499809917,4.8311744579987135
9,9,3204,60.128700256347656,266.45262435131764,16.32337662223468,13.765477424781574,-2.4440512807569696,1.8972374354162835,0.3674334999959683,0.13057104199833702,5.329236166988267
10,10,3560,57.986846923828125,263.491963344452,16.23243553335272,13.684976295705674,-2.4057830581886748,1.886667512156083,0.37606958400283474,0.1308816249947995,5.836240999997244
11,11,3916,56.69853973388672,254.1545556775568,15.942225555974197,13.381688638744869,-2.285091768649264,1.8529369154813815,0.3747504999919329,0.12913783299154602,6.340189249996911
12,12,4272,52.96213150024414,223.37842885688372,14.945849887406327,12.289862989202925,-1.8872928756883747,1.7371299190557794,0.38548612500017043,0.13168145800591446,6.8574156669928925
13,13,4628,47.98714065551758,177.09924094988764,13.307863876290877,10.275689567646637,-1.2891081260672586,1.5467496778290113,0.40722295799059793,0.13018854199617635,7.39488504199835
14,14,4984,43.10396957397461,143.72308231829425,11.988456210801049,8.691461063536856,-0.8577023474162413,1.393397238963344,0.3892504999967059,0.1310492499906104,7.923018374989624
