method,new_training_seconds,gradient_seconds_excluding_shared,selector_seconds
random,546.8581044169987,148.48131137501332,0.0012687499984167516
raw_gradient_lcmd,813.9612511669984,113.4278378750023,0.6758141669997713
unit_gradient_lcmd,478.09828337498766,113.95212741699652,0.5825881249766098
raw_gradient_maxdet,644.3573427490046,219.0749355420121,1.186554583007819
unit_gradient_maxdet,640.6619709159859,211.52707054198254,2.7900020410015713
