method,budget,id,latent_nearest_L_cosine_distance,latent_nearest_L_cosine_distance_pool_percentile,morgan_nearest_L_max_tanimoto,morgan_nearest_L_max_tanimoto_pool_percentile,morgan_novelty,morgan_novelty_pool_percentile,scaffold_novelty,scaffold_novelty_pool_percentile,heavy_atom_count,heavy_atom_count_pool_percentile,molecular_weight,molecular_weight_pool_percentile,gradient_norm,gradient_norm_pool_percentile
raw_gradient_lcmd,333,3367,0.01407773804955248,38.36898395721925,0.4909090995788574,44.67671366067088,0.5090909004211426,55.32328633932912,1.0,79.42391832766165,25.0,75.12153621779291,341.363,72.70296548371414,1013.8697941682375,97.5328147788041
raw_gradient_lcmd,333,3589,0.007210048882163922,20.964997569275646,0.4615384340286255,38.27175498298493,0.5384615659713745,61.72824501701507,0.0,29.423918327661642,14.0,12.20223626640739,194.22999999999996,10.65872630043753,974.4182746827217,96.97374817695673
raw_gradient_lcmd,333,682,0.007238188236242893,21.086533787068547,0.3720930218696594,21.268838113757898,0.6279069781303406,78.73116188624209,1.0,79.42391832766165,12.0,4.071463296062226,166.176,3.4273213417598445,836.9732151592824,93.47350510452115
raw_gradient_lcmd,333,3596,0.03631900251133313,78.06271268838114,0.30379748344421387,8.920758385999028,0.6962025165557861,91.07924161400098,1.0,79.42391832766165,39.0,98.60233349538163,667.4190000000002,99.96353913466213,1250.8066439258876,99.23432182790471
raw_gradient_lcmd,333,1859,0.008032057600536602,23.468643655809434,0.5,46.12299465240642,0.5,53.87700534759359,1.0,79.42391832766165,19.0,43.2912007778318,257.24499999999995,38.96451142440448,1034.473642072152,97.77588721438988
raw_gradient_lcmd,333,4938,0.020282939298231994,52.88040836169179,0.3571428656578064,18.58288770053476,0.6428571343421936,81.41711229946524,1.0,79.42391832766165,21.0,56.29557608167234,292.375,55.35974720466699,706.1960203951288,86.74039863879436
raw_gradient_lcmd,333,2848,0.012961934819251897,35.865337870685465,0.25,1.8959649975692758,0.75,98.10403500243072,1.0,79.42391832766165,22.0,61.95916383082158,324.32300000000004,67.57413709285368,777.9120297159093,90.72678658240156
raw_gradient_lcmd,333,838,0.015790022938557025,42.64705882352941,0.5,46.12299465240642,0.5,53.87700534759359,0.0,29.423918327661642,20.0,49.939231891103546,273.35100000000006,46.66990763247448,756.7061698626931,89.77880408361692
raw_gradient_lcmd,365,2177,0.013505507443866804,25.22048015678589,0.39534884691238403,22.525722684958353,0.604651153087616,77.47427731504165,1.0,80.97746202841745,19.0,43.21411073003429,274.38500000000005,46.85203331700147,1293.2708816611698,99.59578637922587
raw_gradient_lcmd,365,1059,0.02497756269843565,42.49142577168055,0.4259259104728699,28.95639392454679,0.5740740895271301,71.04360607545321,1.0,80.97746202841745,34.0,95.65164135227829,449.59400000000016,92.08721215090641,1462.9541865607048,99.96325330720235
raw_gradient_lcmd,365,890,0.02581468112064389,43.59382655560999,0.2708333134651184,3.282704556589907,0.7291666865348816,96.7172954434101,1.0,80.97746202841745,16.0,22.550220480156785,217.31199999999993,19.769720725134736,1080.0859061887083,98.27290543851053
raw_gradient_lcmd,365,567,0.043889150371652974,64.66193042626163,0.7674418687820435,89.96815286624204,0.23255814611911774,10.031847133757962,0.0,30.977462028417442,25.0,74.98775110240078,405.28800000000007,85.92601665850074,967.7372968576092,96.68054875061245
raw_gradient_lcmd,365,505,0.09201853194885101,96.656050955414,0.2115384340286255,0.34296913277804997,0.7884615659713745,99.65703086722195,1.0,80.97746202841745,45.0,99.8530132288094,632.5760000000001,99.73052425281725,968.2351519837567,96.70504654581087
raw_gradient_lcmd,365,2797,0.07650777886706761,91.31553160215581,0.3035714030265808,7.533072023517883,0.6964285969734192,92.46692797648211,1.0,80.97746202841745,28.0,84.77462028417443,399.334,85.39931406173444,1250.6854819734108,99.49779519843214
raw_gradient_lcmd,365,895,0.030386064301532123,49.277315041646254,0.4358974099159241,30.585497305242527,0.5641025900840759,69.41450269475747,0.0,30.977462028417442,12.0,4.078882900538951,163.21999999999997,2.547770700636943,1147.7946900023778,98.98334149926507
raw_gradient_lcmd,365,4692,0.07496468299837389,90.6295933365997,0.45652174949645996,34.590886820186185,0.54347825050354,65.40911317981382,0.0,30.977462028417442,16.0,22.550220480156785,221.319,21.435570798628124,727.5708392696662,85.75453209211172
raw_gradient_lcmd,365,801,0.01819330225686877,33.2312591866732,0.5800000429153442,57.26359627633513,0.41999998688697815,42.736403723664864,0.0,30.977462028417442,22.0,61.82018618324351,316.4220000000001,64.52719255267027,1120.6767849989228,98.68936795688387
raw_gradient_lcmd,365,3072,0.022723208865830236,39.674179323860855,0.4166666865348816,27.02106810387065,0.5833333134651184,72.97893189612935,0.0,30.977462028417442,20.0,49.84076433121019,272.29999999999995,45.85987261146497,930.0101422067845,95.84762371386574
raw_gradient_lcmd,365,117,0.01710550397827182,31.393924546790792,0.5106382966041565,44.67172954434101,0.4893617033958435,55.32827045565899,1.0,80.97746202841745,21.0,56.18569328760411,308.44300000000004,61.734443900048994,1003.5575690910223,97.29299363057325
raw_gradient_lcmd,365,2835,0.027698652581418903,45.94561489465948,0.7045454978942871,79.69132778049975,0.2954545319080353,20.308672219500245,0.0,30.977462028417442,23.0,66.79323860852523,329.46500000000003,68.74081332680059,830.8237692867331,92.71190592846644
raw_gradient_lcmd,365,623,0.03511566724520987,54.64233219010289,0.3999999761581421,23.285154336109752,0.6000000238418579,76.71484566389026,0.0,30.977462028417442,19.0,43.21411073003429,259.349,40.078392944634984,660.8008075519245,79.6545810877021
raw_gradient_lcmd,365,710,0.005017711164455485,9.468397844194023,0.4285714030265808,29.48309652131308,0.5714285969734192,70.51690347868693,1.0,80.97746202841745,12.0,4.078882900538951,164.20399999999998,2.7437530622243997,1195.0999040507497,99.30181283684469
raw_gradient_lcmd,365,3565,0.021009453626637087,37.077413032827046,0.6129032373428345,63.6452719255267,0.3870967626571655,36.3547280744733,0.0,30.977462028417442,13.0,7.496325330720236,182.219,7.300342969132778,896.4124241177279,94.8922097011269
raw_gradient_lcmd,365,976,0.030063379598684326,48.95884370406664,0.41860467195510864,27.52327290543851,0.5813953280448914,72.47672709456148,1.0,80.97746202841745,24.0,70.89661930426261,312.41200000000003,63.20431161195492,1356.9798717470917,99.7672709456149
raw_gradient_lcmd,365,3494,0.05131263106042083,73.33414992650663,0.3333333134651184,12.297893189612935,0.6666666865348816,87.70210681038706,1.0,80.97746202841745,16.0,22.550220480156785,215.29599999999996,18.949044585987263,614.3034460838335,74.26506614404703
raw_gradient_lcmd,365,3802,0.02471479272923227,42.17295443410093,0.3999999761581421,23.285154336109752,0.6000000238418579,76.71484566389026,1.0,80.97746202841745,19.0,43.21411073003429,256.38899999999995,38.76776090151886,852.7007439740473,93.52033317001471
raw_gradient_lcmd,365,879,0.01255116104673426,23.23615874571289,0.41463416814804077,26.59235668789809,0.5853658318519592,73.40764331210191,0.0,30.977462028417442,14.0,12.12640862322391,189.21400000000003,8.684468397844194,1045.8974456951714,97.7829495345419
raw_gradient_lcmd,365,4188,0.03676972816196433,56.4796668299853,0.4399999976158142,31.33268005879471,0.5600000023841858,68.66731994120529,1.0,80.97746202841745,18.0,36.158745712885846,256.223,38.437040666340025,575.5851155422777,69.5124938755512
raw_gradient_lcmd,365,873,0.006720987625220887,12.55512003919647,0.6274509429931641,66.16854483096522,0.37254902720451355,33.83145516903478,0.0,30.977462028417442,22.0,61.82018618324351,316.4220000000001,64.52719255267027,1136.9146585186147,98.8608525232729
raw_gradient_lcmd,365,2496,0.060313901665308145,81.0264576188143,0.3333333134651184,12.297893189612935,0.6666666865348816,87.70210681038706,1.0,80.97746202841745,35.0,96.58255756981872,474.6760000000002,94.61048505634493,1100.6764210708473,98.41989220970113
raw_gradient_lcmd,365,1018,0.010959779996601027,20.1984321411073,0.40909093618392944,25.46545810877021,0.5909090638160706,74.5345418912298,0.0,30.977462028417442,20.0,49.84076433121019,265.312,42.72415482606565,1162.4707142123184,99.17932386085252
raw_gradient_lcmd,365,4841,0.06939556307565731,88.47378735913767,0.3333333134651184,12.297893189612935,0.6666666865348816,87.70210681038706,1.0,80.97746202841745,27.0,82.20235178833904,352.45200000000006,76.28613424791769,978.0209246806991,96.99902008819207
raw_gradient_lcmd,365,1840,0.013235018982136859,24.65703086722195,0.2982456088066101,6.896129348358649,0.7017543911933899,93.10387065164136,0.0,30.977462028417442,15.0,17.02596766291034,201.269,12.898089171974522,700.2339052392798,83.35374816266537
raw_gradient_lcmd,365,3077,0.017667445145951866,32.30034296913278,0.2857142686843872,5.034296913277805,0.7142857313156128,94.9657030867222,1.0,80.97746202841745,19.0,43.21411073003429,252.313,35.71778539931406,1057.8135712666171,98.07692307692307
raw_gradient_lcmd,365,4873,0.04301968796267408,63.51053405193533,0.2857142686843872,5.034296913277805,0.7142857313156128,94.9657030867222,1.0,80.97746202841745,28.0,84.77462028417443,403.322,85.828025477707,1391.1860346850704,99.81626653601175
raw_gradient_lcmd,365,2664,0.012948057538402669,24.09358157765801,0.46666663885116577,36.24448799608035,0.5333333611488342,63.75551200391965,0.0,30.977462028417442,17.0,28.87065164135228,228.291,25.171484566389026,1226.6390466966525,99.39980401763842
raw_gradient_lcmd,365,4876,0.058263359138561066,79.48309652131307,0.4464285969734192,32.58206761391475,0.5535714030265808,67.41793238608525,1.0,80.97746202841745,29.0,86.80793728564429,406.865,86.23223909848113,596.9237424097788,72.69720725134738
raw_gradient_lcmd,365,989,0.055634879095052825,77.30279274865262,0.3255813717842102,10.926016658500735,0.6744186282157898,89.07398334149926,1.0,80.97746202841745,26.0,78.89514943655071,339.39400000000006,72.31749142577169,748.3688098865908,87.46937775600196
raw_gradient_lcmd,365,3401,0.02724744109857513,45.4311611954924,0.4878048896789551,40.31112199902009,0.5121951103210449,59.68887800097992,0.0,30.977462028417442,16.0,22.550220480156785,221.29999999999998,21.34982851543361,969.8998627416419,96.75404213620774
raw_gradient_lcmd,365,810,0.007445530297653158,14.0249877511024,0.6363636255264282,67.73640372366488,0.3636363744735718,32.263596276335136,0.0,30.977462028417442,13.0,7.496325330720236,178.23099999999997,5.903968642822146,975.4156802796767,96.97452229299363
raw_gradient_lcmd,397,1007,0.033672405257840765,57.074074074074076,0.307692289352417,7.28395061728395,0.692307710647583,92.71604938271605,1.0,81.79012345679013,28.0,84.77777777777777,369.4640000000001,79.9753086419753,1326.4517086080625,99.61728395061729
raw_gradient_lcmd,397,3905,0.028180168938460315,49.592592592592595,0.5510203838348389,49.37037037037037,0.44897958636283875,50.629629629629626,0.0,31.790123456790127,22.0,61.81481481481481,314.25899999999996,63.50617283950617,1799.4049574422202,99.93827160493827
raw_gradient_lcmd,397,1910,0.04211426912745275,67.98765432098766,0.7575757503509521,87.70370370370371,0.24242424964904785,12.296296296296298,0.0,31.790123456790127,17.0,28.839506172839506,246.22799999999998,33.395061728395056,1104.393704037265,98.50617283950616
raw_gradient_lcmd,397,3376,0.013036385339853296,23.938271604938272,0.40909093618392944,23.209876543209877,0.5909090638160706,76.79012345679013,1.0,81.79012345679013,16.0,22.530864197530864,324.16100000000006,67.30864197530865,1233.3166018785682,99.34567901234568
raw_gradient_lcmd,397,3595,0.024869781525048817,44.08641975308642,0.3396226167678833,11.604938271604938,0.6603773832321167,88.39506172839506,1.0,81.79012345679013,22.0,61.81481481481481,319.3820000000001,65.75308641975309,1059.9050442847322,98.01234567901234
raw_gradient_lcmd,397,335,0.016741637590169445,31.074074074074076,0.25806450843811035,1.7901234567901234,0.7419354915618896,98.20987654320987,1.0,81.79012345679013,23.0,66.79012345679011,323.289,66.8641975308642,1057.5884360368896,97.98765432098764
raw_gradient_lcmd,397,2055,0.033811802275962144,57.2962962962963,0.3272727131843567,10.012345679012345,0.6727272868156433,89.98765432098766,1.0,81.79012345679013,21.0,56.17283950617284,277.36699999999996,48.32098765432099,1165.3317494995313,98.92592592592592
raw_gradient_lcmd,397,3132,0.010215168907081518,19.074074074074073,0.692307710647583,76.28395061728395,0.3076923191547394,23.71604938271605,0.0,31.790123456790127,20.0,49.81481481481482,271.316,45.567901234567906,1430.1802549851097,99.81481481481481
raw_gradient_lcmd,397,503,0.029330016392239422,51.197530864197525,0.2711864113807678,3.049382716049383,0.7288135886192322,96.9506172839506,1.0,81.79012345679013,21.0,56.17283950617284,295.26000000000005,56.32098765432099,1004.8331762152982,97.22222222222221
raw_gradient_lcmd,397,4707,0.010314897660025801,19.37037037037037,0.44615381956100464,29.54320987654321,0.5538461804389954,70.4567901234568,1.0,81.79012345679013,28.0,84.77777777777777,409.53200000000004,86.76543209876543,954.5439509462353,95.86419753086419
raw_gradient_lcmd,397,4805,0.026654089629598143,46.82716049382716,0.523809552192688,44.58024691358025,0.4761904776096344,55.41975308641975,0.0,31.790123456790127,16.0,22.530864197530864,214.31199999999998,18.71604938271605,973.6712555222535,96.4074074074074
raw_gradient_lcmd,397,2744,0.025625818012822155,45.19753086419753,0.7014925479888916,77.5925925925926,0.2985074520111084,22.407407407407405,0.0,31.790123456790127,33.0,94.25925925925925,435.5230000000001,90.20987654320987,1061.3128688231989,98.06172839506173
raw_gradient_lcmd,397,2820,0.03857497025146894,63.49382716049383,0.4482758641242981,30.11111111111111,0.5517241358757019,69.88888888888889,1.0,81.79012345679013,37.0,97.61728395061728,555.1210000000002,98.62962962962963,1048.422657689022,97.86419753086419
raw_gradient_lcmd,397,4241,0.030310439080634022,52.53086419753087,0.6122449040412903,61.66666666666667,0.3877550959587097,38.333333333333336,0.0,31.790123456790127,22.0,61.81481481481481,294.36899999999997,55.8641975308642,907.9236836106103,94.50617283950618
raw_gradient_lcmd,397,2911,0.010818899688353478,20.012345679012345,0.4791666865348816,36.0,0.5208333134651184,64.0,0.0,31.790123456790127,19.0,43.20987654320987,254.285,37.160493827160494,985.0296555419435,96.77777777777777
raw_gradient_lcmd,397,4297,0.05425554696146673,80.18518518518518,0.2799999713897705,4.074074074074074,0.7200000286102295,95.92592592592592,1.0,81.79012345679013,20.0,49.81481481481482,267.372,43.71604938271605,718.9534308977376,84.82716049382717
raw_gradient_lcmd,397,2954,0.05202658255101078,78.23456790123457,0.517241358757019,43.48148148148148,0.48275861144065857,56.518518518518526,0.0,31.790123456790127,21.0,56.17283950617284,285.38700000000006,51.33333333333333,1120.1295018112708,98.58024691358025
raw_gradient_lcmd,397,969,0.009628606862352007,18.135802469135804,0.31481480598449707,8.382716049382715,0.6851851940155029,91.61728395061728,1.0,81.79012345679013,20.0,49.81481481481482,299.17,57.55555555555556,2173.9926117660552,99.98765432098764
raw_gradient_lcmd,397,3122,0.05413568622865139,80.03703703703704,0.6610169410705566,70.5925925925926,0.33898305892944336,29.40740740740741,0.0,31.790123456790127,28.0,84.77777777777777,409.38500000000005,86.5679012345679,690.4175212790644,82.7283950617284
raw_gradient_lcmd,397,4671,0.038210469884146336,63.098765432098766,0.644444465637207,67.18518518518518,0.35555556416511536,32.81481481481482,0.0,31.790123456790127,22.0,61.81481481481481,294.36899999999997,55.8641975308642,881.1521991087753,93.74074074074073
raw_gradient_lcmd,397,3133,0.018116309648350426,33.567901234567906,0.6666666269302368,71.4320987654321,0.3333333432674408,28.5679012345679,0.0,31.790123456790127,20.0,49.81481481481482,271.316,45.567901234567906,901.9140623067957,94.30864197530863
raw_gradient_lcmd,397,955,0.0427360688179772,68.62962962962963,0.24324321746826172,1.0493827160493827,0.7567567825317383,98.95061728395062,0.0,31.790123456790127,16.0,22.530864197530864,213.28000000000003,18.271604938271604,761.9110102376426,87.98765432098764
raw_gradient_lcmd,397,2197,0.006064328069560809,10.506172839506172,0.6666666269302368,71.4320987654321,0.3333333432674408,28.5679012345679,0.0,31.790123456790127,20.0,49.81481481481482,271.316,45.567901234567906,1167.0782686206899,98.97530864197532
raw_gradient_lcmd,397,1126,0.0345070437141729,58.28395061728395,0.4736841917037964,34.629629629629626,0.5263158082962036,65.37037037037037,0.0,31.790123456790127,15.0,17.02469135802469,208.257,15.716049382716049,654.2658421166632,79.14814814814815
raw_gradient_lcmd,397,2674,0.04206948341850636,67.91358024691358,0.3695651888847351,16.19753086419753,0.6304348111152649,83.80246913580247,1.0,81.79012345679013,15.0,17.02469135802469,200.237,12.246913580246915,612.8523584561891,74.87654320987654
raw_gradient_lcmd,397,3737,0.04288326451403646,68.77777777777779,0.3454545736312866,12.45679012345679,0.6545454263687134,87.54320987654322,1.0,81.79012345679013,30.0,88.71604938271605,387.4820000000001,83.28395061728395,1157.1197731976104,98.85185185185185
raw_gradient_lcmd,397,1027,0.009673277452114992,18.185185185185183,0.5813953876495361,55.41975308641975,0.41860464215278625,44.58024691358025,0.0,31.790123456790127,17.0,28.839506172839506,298.13599999999997,57.28395061728395,1044.0821026245353,97.76543209876543
raw_gradient_lcmd,397,3953,0.03449726967538358,58.25925925925925,0.6724138259887695,72.33333333333334,0.32758620381355286,27.666666666666668,1.0,81.79012345679013,30.0,88.71604938271605,417.4860000000001,87.87654320987654,674.7542231053529,80.95061728395062
raw_gradient_lcmd,397,836,0.018533619963200132,34.456790123456784,0.3500000238418579,13.432098765432098,0.6499999761581421,86.5679012345679,0.0,31.790123456790127,16.0,22.530864197530864,211.26399999999998,17.432098765432098,989.3710163603732,96.97530864197532
raw_gradient_lcmd,397,2985,0.05149338155040217,77.71604938271605,0.30434781312942505,6.901234567901235,0.695652186870575,93.09876543209876,0.0,31.790123456790127,18.0,36.160493827160494,288.174,52.39506172839506,1104.0300664735364,98.4567901234568
raw_gradient_lcmd,397,1819,0.033330722346217145,56.7283950617284,0.27272725105285645,3.2098765432098766,0.7272727489471436,96.79012345679013,1.0,81.79012345679013,26.0,78.91358024691358,386.27800000000013,82.9506172839506,1328.714079458211,99.64197530864197
raw_gradient_lcmd,397,4455,0.026832284579947796,47.19753086419753,0.307692289352417,7.28395061728395,0.692307710647583,92.71604938271605,1.0,81.79012345679013,14.0,12.11111111111111,322.57300000000004,66.77777777777779,533.1723344102912,64.67901234567901
latent_coreset,333,4,0.1411119526942608,99.98784637822071,0.29411762952804565,7.207097715119105,0.7058823704719543,92.7929022848809,0.0,29.423918327661642,18.0,36.193485658726296,276.1509999999999,48.15264948954788,312.08134684827377,27.62518230432669
latent_coreset,333,2287,0.13541350348612669,99.96353913466213,0.2777777910232544,5.043753038405445,0.7222222089767456,94.95624696159456,1.0,79.42391832766165,24.0,71.0379192999514,339.4600000000001,72.5085075352455,313.57934374049756,27.989790957705395
latent_coreset,333,1128,0.11727690437773663,99.91492464754496,0.40909093618392944,28.64608653378707,0.5909090638160706,71.35391346621293,0.0,29.423918327661642,14.0,12.20223626640739,194.23000000000002,10.816723383568304,131.96790171311443,0.23091881380651433
latent_coreset,333,1183,0.09862567719869741,99.8663101604278,0.6507936716079712,72.66650461837627,0.3492063581943512,27.333495381623724,0.0,29.423918327661642,34.0,95.66115702479338,453.5380000000002,92.56198347107438,440.1098457812477,52.88040836169179
latent_coreset,333,3487,0.09838926202373,99.81769567331065,0.6052631139755249,64.94895478852698,0.3947368562221527,35.05104521147302,1.0,79.42391832766165,17.0,28.889158969372875,230.26299999999992,25.826446280991732,326.1130489608334,30.39620807000486
latent_coreset,333,1389,0.09776636751169587,99.79338842975206,0.5714285373687744,58.76276130286825,0.4285714328289032,41.237238697131744,1.0,79.42391832766165,27.0,82.29217306757414,362.4730000000001,78.77977637335925,411.73507799630016,47.75157997083131
latent_coreset,333,4462,0.0974914687943661,99.76908118619349,0.739130437374115,86.27856101118134,0.260869562625885,13.721438988818669,1.0,79.42391832766165,26.0,79.01069518716578,347.458,75.01215362177929,216.42560804916374,7.401555663587748
latent_coreset,333,1999,0.09719121918483609,99.72046669907633,0.30985915660858154,9.965969859017987,0.6901408433914185,90.03403014098201,0.0,29.423918327661642,26.0,79.01069518716578,389.483,83.64122508507535,254.9820129442357,14.718035974720467
latent_coreset,333,4637,0.09667952934701984,99.67185221195916,0.5555555820465088,55.68789499270783,0.4444444477558136,44.312105007292175,0.0,29.423918327661642,16.0,22.593582887700535,218.29599999999996,20.1507049100632,177.74077106249533,2.880408361691784
latent_coreset,333,4374,0.10550289868888874,99.8906174039864,0.36206895112991333,19.506562955760817,0.6379310488700867,80.49343704423919,1.0,79.42391832766165,27.0,82.29217306757414,362.42500000000007,78.7433155080214,286.97960445143644,22.010209042294605
latent_coreset,333,3930,0.09639778692571987,99.64754496840058,0.36986303329467773,20.989304812834224,0.6301369667053223,79.01069518716578,1.0,79.42391832766165,27.0,82.29217306757414,387.41300000000007,83.26446280991735,540.9045639045261,69.70102090422947
latent_coreset,333,1034,0.09548668336207589,99.623237724842,0.3333333134651184,14.110354885755955,0.6666666865348816,85.88964511424405,0.0,29.423918327661642,9.0,0.19445794846864364,133.147,0.2916869227029655,258.28775573705656,15.37433155080214
latent_coreset,333,3416,0.09446792459493636,99.59893048128342,0.5882352590560913,61.886242100145836,0.4117647111415863,38.11375789985416,1.0,79.42391832766165,40.0,99.1370928536704,530.5700000000003,97.90957705396208,740.6791174847147,88.83082158483228
latent_coreset,333,2340,0.09204223882712637,99.57462323772485,0.4523809552192688,36.545940690325715,0.5476190447807312,63.454059309674285,0.0,29.423918327661642,16.0,22.593582887700535,210.28,17.136606708799224,263.739915347448,16.395235780262517
latent_coreset,333,1681,0.09196542824262088,99.52600875060769,0.3333333134651184,14.110354885755955,0.6666666865348816,85.88964511424405,0.0,29.423918327661642,16.0,22.593582887700535,219.25900000000001,20.539620807000485,173.1518434957893,2.394263490520175
latent_coreset,333,4256,0.09180305631196573,99.5017015070491,0.38235294818878174,23.699562469615945,0.6176470518112183,76.30043753038406,0.0,29.423918327661642,12.0,4.071463296062226,161.248,2.236266407389402,156.19612311649607,1.0573650947982498
latent_coreset,333,3659,0.09106322204722539,99.47739426349051,0.5581395626068115,56.13757899854157,0.44186046719551086,43.862421001458436,1.0,79.42391832766165,25.0,75.12153621779291,343.42300000000006,73.32280019445795,279.21177347888744,20.18716577540107
latent_coreset,333,3330,0.0908815881791144,99.45308701993194,0.476190447807312,40.94555177442878,0.523809552192688,59.05444822557122,1.0,79.42391832766165,20.0,49.939231891103546,284.431,51.118133203694704,174.59371382709287,2.4671852211959164
latent_coreset,333,2791,0.09056435927328244,99.42877977637336,0.4871794581413269,43.12105007292173,0.5128205418586731,56.87894992707827,0.0,29.423918327661642,15.0,17.11229946524064,204.22500000000002,14.207583859990278,263.06412683284674,16.249392318911035
latent_coreset,333,4013,0.0876130510381854,99.28293631502187,0.7846153974533081,92.9144385026738,0.2153846174478531,7.0855614973262036,0.0,29.423918327661642,33.0,94.25133689839572,508.41600000000017,97.18035974720468,310.8495902827457,27.382109868740883
latent_coreset,333,2419,0.08542809839831011,99.18570734078756,0.1805555820465088,0.10938259601361207,0.8194444179534912,99.8906174039864,1.0,79.42391832766165,19.0,43.2912007778318,330.17800000000017,68.98395721925134,441.0172068130313,53.05055906660184
latent_coreset,333,2308,0.08497225711584477,99.11278561011181,0.22857141494750977,0.7292173067574137,0.7714285850524902,99.27078269324258,0.0,29.423918327661642,9.0,0.19445794846864364,148.58900000000003,0.9722897423432183,199.20833775831193,5.3597472046669905
latent_coreset,333,4884,0.0843835073861422,99.08847836655323,0.3488371968269348,16.929995138551288,0.6511628031730652,83.07000486144871,0.0,29.423918327661642,16.0,22.593582887700535,217.35599999999997,19.956246961594555,130.74357630783467,0.18230432668935342
latent_coreset,333,3400,0.08410848963499529,99.03986387943607,0.6764705777168274,76.70150704910064,0.3235294222831726,23.29849295089937,0.0,29.423918327661642,16.0,22.593582887700535,216.32399999999998,19.457948468643657,441.9153982123712,53.220709771511906
latent_coreset,333,2191,0.08409176391419104,99.01555663587749,0.3472222089767456,16.4195430238211,0.6527777910232544,83.5804569761789,1.0,79.42391832766165,28.0,84.84443364122508,411.445,87.00777831793874,249.0415752710672,13.454059309674282
latent_coreset,333,3179,0.08333284857632273,98.91832766164316,0.25757575035095215,2.5279533300923673,0.7424242496490479,97.47204666990763,1.0,79.42391832766165,34.0,95.66115702479338,613.2930000000001,99.55031599416625,682.4753962731862,85.0631988332523
latent_coreset,333,2004,0.08175442452802817,98.7481769567331,0.3166666626930237,11.011181332036948,0.6833333373069763,88.98881866796306,1.0,79.42391832766165,25.0,75.12153621779291,333.3910000000001,70.56392805055907,409.30000512905997,46.998055420515314
latent_coreset,333,1902,0.08169843034505975,98.72386971317452,0.3684210777282715,20.563928050559067,0.6315789222717285,79.43607194944093,1.0,79.42391832766165,26.0,79.01069518716578,342.4820000000001,73.16480311132717,225.96110766873628,9.200291686922704
latent_coreset,333,1742,0.08162797789414256,98.67525522605737,0.37254899740219116,21.487603305785125,0.6274510025978088,78.51239669421489,0.0,29.423918327661642,23.0,66.94214876033058,310.39300000000003,62.5546912980068,307.2658955200643,26.60427807486631
latent_coreset,333,3316,0.09674374290321974,99.69615945551774,0.38181817531585693,23.565872630043753,0.6181818246841431,76.43412736995626,1.0,79.42391832766165,37.0,97.60573650947983,507.65500000000026,97.1438988818668,608.2670805134869,78.18424890617403
latent_coreset,333,3481,0.080856784867954,98.62664073894021,0.3442623019218445,16.07924161400097,0.6557376980781555,83.92075838599902,1.0,79.42391832766165,28.0,84.84443364122508,372.464,80.7122022362664,280.03477801168486,20.478852698104035
latent_coreset,333,4806,0.08057157717709684,98.60233349538163,0.3617021441459656,19.324258629071466,0.6382978558540344,80.67574137092853,0.0,29.423918327661642,16.0,22.593582887700535,214.31199999999998,18.765192027224114,393.138820313913,44.05687894992708
latent_coreset,365,2379,0.11056697872944454,99.98775110240078,0.3166666626930237,10.007349338559528,0.6833333373069763,89.99265066144046,0.0,29.76482116609505,25.0,75.26947574718275,345.571,74.71827535521804,386.74449889213736,16.474767270945616
latent_coreset,365,3994,0.09809141428903345,99.93875551200392,0.37288135290145874,19.610485056344928,0.6271186470985413,80.38951494365507,1.0,79.76482116609506,39.0,98.61587457128859,519.6850000000002,97.52572268495835,443.0107169637081,23.579127878490937
latent_coreset,365,86,0.09776497719041366,99.9142577168055,0.34246575832366943,14.306712395884372,0.6575342416763306,85.69328760411562,1.0,79.76482116609506,47.0,99.96325330720235,662.6400000000002,99.92650661440472,1307.3280980310965,96.85203331700147
latent_coreset,365,3834,0.09354203340142686,99.86526212640862,0.28260868787765503,4.997550220480157,0.717391312122345,95.00244977951985,0.0,29.76482116609505,17.0,28.83390494855463,258.16099999999994,39.55169034786869,700.4804186148647,59.10093091621754
latent_coreset,365,2580,0.0934267320444716,99.84076433121018,0.32786887884140015,11.954924056834885,0.6721311211585999,88.04507594316512,1.0,79.76482116609506,20.0,49.97550220480157,270.41599999999994,45.51690347868692,471.7511666700637,27.743753062224403
latent_coreset,365,4208,0.08884823628505378,99.79176874081332,0.3611111044883728,17.295443410093092,0.6388888955116272,82.70455658990691,0.0,29.76482116609505,20.0,49.97550220480157,294.50399999999996,56.430671239588435,339.65379035546744,9.933855952964233
latent_coreset,365,1597,0.08777239538081472,99.71827535521804,0.3454545736312866,14.551690347868693,0.6545454263687134,85.4483096521313,1.0,79.76482116609506,26.0,79.12787849093583,371.5020000000001,80.57324840764332,326.1098440689849,8.145516903478688
latent_coreset,365,1836,0.08503754387142515,99.59578637922587,0.3999999761581421,24.265066144047033,0.6000000238418579,75.73493385595297,1.0,79.76482116609506,17.0,28.83390494855463,233.31099999999998,26.923076923076923,902.114958266944,78.13571778539932
latent_coreset,365,1974,0.08394603226504427,99.57128858402744,0.6499999761581421,71.36207741303284,0.3499999940395355,28.637922586967175,0.0,29.76482116609505,28.0,84.87261146496814,373.45200000000017,80.98971092601666,545.0243403820879,38.841254287114154
latent_coreset,365,1771,0.08366088992070175,99.54679078882901,0.2916666865348816,6.2591866731994115,0.7083333134651184,93.74081332680059,1.0,79.76482116609506,18.0,36.17099461048506,249.266,34.44390004899559,300.18665381100124,5.377266046055855
