sample_index,central_prediction,full_gradient_norm,sketch_gradient_norm
0,11.325093269348145,638.9705731129593,646.436695443824
1,10.23606014251709,604.0903956550998,608.1391994622609
2,10.500198364257812,503.1195954850279,497.111623448633
3,10.145147323608398,519.8968017704187,515.7604335353343
4,3.705061197280884,558.5566712150265,561.9410114507662
5,3.9500415325164795,599.1558182673677,599.4671470338636
6,12.644469261169434,1070.4845571829349,1018.6408793341301
7,12.3503999710083,1066.0302265476669,1010.1283788979811
8,15.16978931427002,886.0511785840265,888.1506093375064
9,14.837698936462402,913.7915485810912,913.6477556003733
10,21.657543182373047,2338.756794217819,2184.6954893401244
11,22.624313354492188,2371.0380959753484,2207.634860782138
12,8.853382110595703,858.9195383068788,856.467545652708
13,6.524388790130615,700.5248985772233,692.0038530607587
14,10.212669372558594,892.6274205594115,891.8157043347536
15,8.199066162109375,774.5081900543087,756.8241940169847
16,8.574727058410645,854.5594390351637,855.8027374228012
17,6.210797309875488,677.3184094302499,666.7757832198812
18,6.37734842300415,252.43269575397204,245.42049469303444
19,5.516713619232178,214.74136491406463,209.3112769663797
21,9.968636512756348,494.64657397987054,470.32559490671497
22,11.645289421081543,562.9522933669979,554.0964624671918
23,11.697049140930176,521.7636810253613,514.5081049945647
24,15.888463020324707,1283.4095171096274,1296.3735277250587
25,9.207547187805176,585.0152547482788,583.6417068681608
26,7.125810146331787,391.53395060980006,396.0140346566526
27,7.321984767913818,400.21094304040344,399.91560909712945
28,7.38098669052124,479.88535274270737,459.10373790343004
29,7.300312042236328,431.8252898922272,425.7052440191368
30,8.313990592956543,582.102900777709,599.2720392594886
31,10.172266960144043,652.775636998963,670.1727028993107
32,5.417739391326904,302.93923165553167,307.5671770299921
33,5.451747417449951,339.596712466166,353.41826162496284
34,6.829695701599121,404.1951604023157,400.48323887633745
35,5.549361705780029,238.918951748751,229.63334169062833
36,8.39519214630127,696.4465966225514,674.2127885676939
37,8.095731735229492,622.2781457851294,600.0321141459522
38,9.762276649475098,514.7961027565008,485.2246410995765
39,11.312220573425293,597.2215141557908,568.1848490962154
40,10.15522575378418,610.6570819259842,592.6403329679704
41,9.858940124511719,629.6939075872158,605.7259094555042
42,10.910185813903809,447.44997445569015,453.87943962569034
43,6.306414604187012,378.3480148027747,370.1045532276515
44,8.32934856414795,551.7851288633102,556.4795815356005
45,8.114912033081055,648.9437934479377,669.6926884250012
46,11.340178489685059,917.332432676327,891.7895159371293
47,12.744283676147461,960.5745553540953,932.8935570720876
48,11.58263111114502,767.9871052213726,730.6271683355279
49,15.64195728302002,1058.0205784179805,1036.0651876256716
50,7.588174343109131,422.1932479184975,447.42196591052124
51,6.9526567459106445,409.39936514213514,432.3933402221598
52,6.703515529632568,362.05341686450083,375.3347712309279
54,8.670528411865234,669.5791718596024,690.7200025624638
55,7.975820064544678,525.969902155204,537.1432981115215
56,8.716782569885254,343.4597324998697,311.01774993171944
57,10.449337005615234,406.3203083529622,372.12869796719116
58,9.777081489562988,499.8372763414129,471.5836154790069
59,11.308358192443848,595.7244007187936,567.490938732516
60,14.03170394897461,726.1074364484676,697.7820669003116
61,14.295580863952637,758.2326759832334,731.7962191269534
62,11.751784324645996,601.7495012885956,568.6719512106226
63,11.949190139770508,567.4600130693183,539.0394928807048
64,8.521536827087402,616.8667482233607,596.1425254837142
65,7.850640773773193,531.9792535618432,507.3378897818701
66,11.790590286254883,652.8575241042528,626.0570490541322
67,13.410243034362793,731.9106678635892,702.0169026826148
68,11.795315742492676,658.1812543459295,632.6579515389292
69,13.401989936828613,731.4210552435469,701.288762773994
70,5.123804569244385,346.63299491707727,330.46805938888485
71,5.925910472869873,386.3032502494069,374.331785004084
72,14.876058578491211,643.9429069350442,655.3087803305276
73,12.945588111877441,728.0120140656837,722.6391777154249
74,14.791306495666504,1341.6610783188462,1274.3572282562952
75,16.203662872314453,1349.6713063587742,1278.8298410469974
77,17.97372817993164,1513.1513129847015,1423.3491768596764
78,14.044164657592773,833.1608736685589,819.681432308331
79,12.82790756225586,772.8556585149652,753.5533108499347
80,9.700604438781738,357.10904443524623,341.4858386190943
81,9.999832153320312,453.6330124804473,434.0181778255654
82,8.295622825622559,408.48299482412597,388.2355886602035
83,8.728442192077637,429.58849108763997,416.90153043759085
84,11.690617561340332,652.2612999215211,647.0545524262598
85,8.94429874420166,658.5125216239742,632.8543787262246
86,9.543116569519043,855.4691077811848,827.2089320250644
87,9.156330108642578,875.639435057075,846.7112442269577
88,7.779044151306152,626.1144835271986,612.9139940825846
89,7.99758768081665,562.4697760874584,542.088003325331
90,5.524657726287842,231.75375717277564,225.58158227841793
91,6.834152698516846,404.946368037142,402.2288558870152
92,5.386117935180664,388.60446520286035,374.8215268980514
93,5.853034973144531,358.2374797558587,341.3234128817026
94,8.536728858947754,409.44497669780947,408.9200766715409
95,10.192259788513184,470.8997845650928,464.46769471688174
97,8.08231258392334,735.3236803047309,735.1516264135978
98,13.770122528076172,589.6959165704781,619.3196938593836
99,14.169706344604492,547.3902485677244,554.5748098011888
100,12.766955375671387,583.2586749361352,571.2622776275966
102,4.6305437088012695,254.84896987794824,258.05268653335287
103,7.148006916046143,681.7614483366551,665.8584665749056
104,6.7045817375183105,677.4434355715636,655.5081982023083
105,5.230653285980225,379.95477571474737,367.5675069761523
