budget,sample_id,uncertainty,normalized_uncertainty,rank,in_shortlist,selected
333,55,0.8942039614284455,0.10070725718479354,2824,False,False
333,57,0.7358349973260654,0.08287138898703901,3135,False,False
333,58,1.6140984435289913,0.18178338956850673,1535,False,False
333,59,1.2111948887909438,0.13640748691330593,2207,False,False
333,60,1.4076651888276681,0.15853441308277272,1850,False,False
333,61,1.6365653279857881,0.18431366052315262,1495,False,False
333,62,0.7947555170874753,0.08950715017019815,3028,False,False
333,63,1.5644387928381858,0.17619060824618182,1602,False,False
333,64,0.7739614888280301,0.08716528003523859,3074,False,False
333,65,0.6709315936155962,0.07556182198490072,3278,False,False
