epoch,optimizer_steps,sample_presentations,train_loss,validation_mse,rmse,mae,r2,nrmse,train_seconds,validation_seconds,elapsed_seconds
1,3,356,209.14481396621534,149.78962801608836,12.2388573002584,8.644144781205336,-0.9361158910288216,1.4225009184153268,0.415258792010718,0.14230666701041628,1.375475834007375
2,6,712,117.14080124758603,241.4212168893612,15.537735256122792,12.875851065478464,-2.1205061434614425,1.805923717360625,0.36906387499766424,0.13724370799900498,1.8818429999955697
3,9,1068,75.32519454098819,262.5525843827259,16.20347445403997,13.642571657831942,-2.3936410523663425,1.8833014167020723,0.3748851249984,0.13648708300024737,2.39326991699636
4,12,1424,65.3375843348128,251.3206449354096,15.853095752420396,13.232356825815174,-2.248461865135256,1.8425775147380798,0.3536075829906622,0.13863974998821504,2.885576166998362
5,15,1780,56.46416284796897,166.25004570733117,12.893798730681784,9.600826725062088,-1.1488761247451658,1.4986236121790526,0.35376525000901893,0.13874162500724196,3.3781441250030184
6,18,2136,46.84558688388782,99.18480574369546,9.95915687915877,6.396094587650376,-0.28201986407463364,1.1575353368117598,0.38067433299147524,0.13768300000810996,3.9036563749978086
7,21,2492,40.42971548873387,77.04872040169897,8.777740050929907,5.9042478370280405,0.004101592820942357,1.020221330940362,0.37986945899319835,0.14052687499497551,4.430956166994292
8,24,2848,32.81822273168671,80.24482993059233,8.957947863801861,6.323206694019951,-0.03720993542248463,1.0411665689660197,0.38105875000474043,0.13652654099860229,4.948570624997956
9,27,3204,27.605476400825413,90.14422497366226,9.49443126120055,6.724072385896073,-0.16516523051408538,1.1035210933134927,0.37431937499786727,0.13671066699316725,5.459659416999784
10,30,3560,21.22055808078037,114.68844228448364,10.709268989267365,7.895833177605138,-0.482413158810175,1.2447195517565164,0.37789491600415204,0.13710837499820627,5.974722250000923
11,33,3916,19.804780338587385,74.95351266917618,8.657569674520452,6.236945807692493,0.031183341001184584,1.0062541388557582,0.3590122080058791,0.13511666699196212,6.475899666998885
12,36,4272,19.56573237729876,83.14746760625752,9.118523323776582,6.71245660086875,-0.07472817352873551,1.0598299730473943,0.3675859590002801,0.1346554159972584,6.9781677090068115
13,39,4628,24.765444037619602,101.63946450757358,10.081639971134338,6.719631496952613,-0.31374772068755696,1.171771331770367,0.3872907079930883,0.14162220800062642,7.507137000007788
14,42,4984,21.55562820863188,87.41149127676792,9.349411279688573,6.8384455263855966,-0.1298430976896494,1.0866656752112647,0.35526258300524205,0.14108654198935255,8.003542834005202
15,45,5340,15.314869794952735,156.48903019452754,12.509557553907634,9.699391106844914,-1.0227094635602656,1.453963934118857,0.3716997080045985,0.13996133299951907,8.515289458999177
16,48,5696,10.866863690065534,77.19749892992249,8.786210726469204,6.0370525609143835,0.002178545968148815,1.0212058627016722,0.40066649999062065,0.13737612499971874,9.053394500006107
17,51,6052,10.092455649643801,70.36907943104636,8.388627982634965,5.832494812938366,0.09043974053473891,0.9749955177017064,0.3885288749879692,0.1353427090070909,9.584805709004286
18,54,6408,7.893916392594241,69.77010656768407,8.352850206228055,5.696497473639515,0.09818180448409486,0.9708371295001696,0.38229058298747987,0.1404403330088826,10.11507004199666
19,57,6764,6.767836324284586,70.9686946070468,8.424291935055836,5.755025502641192,0.08268937433026624,0.9791406763409806,0.378361875002156,0.13338529200700577,10.62684724999417
20,60,7120,6.237039062414277,74.0368967190784,8.60446957802039,5.680313876283313,0.04303112198882497,1.000082407771216,0.38812091600266285,0.14021716600109357,11.15524637499766
21,63,7476,5.193258156937159,73.3435432335174,8.564084494767517,5.768297116283463,0.05199310900538068,0.9953885203756763,0.3859725840011379,0.14151120799942873,11.682785375000094
22,66,7832,3.9853105196792087,74.78360938172031,8.6477516951934,6.114720891844406,0.033379437347361596,1.005113012338218,0.39210900000762194,0.14059275000181515,12.21554983399983
23,69,8188,3.3158401933948647,80.6814889936157,8.982287514526336,6.102805381120458,-0.04285400145081142,1.0439955238806866,0.37558916700072587,0.13609200000064448,12.72730029199738
24,72,8544,3.3912435622697465,75.23445902347021,8.673779973199125,5.89837746533305,0.027551950041211914,1.0081382334401203,0.3941204160073539,0.14558245800435543,13.267066875007004
25,75,8900,3.206895086202729,78.92835556889632,8.884163189006397,6.084324249854455,-0.020193757696628234,1.0325907056246515,0.38624862500000745,0.14347562499460764,13.796850124999764
26,78,9256,2.9489872937791803,79.30766961917907,8.905485366849977,6.0092800832711735,-0.025096606913691755,1.0350689449586836,0.38331116699555423,0.13886041700607166,14.319139084007475
27,81,9612,2.8468138582251044,74.38090312041442,8.624436394363078,6.044771993691139,0.03858464415812579,1.0024031158151527,0.3625831249955809,0.1409436249959981,14.82273204199737
28,84,9968,3.3169425283924916,85.32411994450685,9.237105604273822,6.242175226970783,-0.10286263942698115,1.073612583529465,0.39479583299544174,0.1429661670117639,15.360551208999823
29,87,10324,3.219022501720471,75.72307023229988,8.701900380508839,6.220101859405456,0.02123637306515891,1.0114066190616633,0.3739864579983987,0.14064524999412242,15.875248459007707
30,90,10680,2.5686189405034097,76.4180777828,8.741743406369235,6.013210143154932,0.012253006321209736,1.0160375040771836,0.3945077090029372,0.13903224999376107,16.40885116699792
31,93,11036,2.2917471601721946,72.32505897122746,8.504414087474073,5.824071446893669,0.06515759569981672,0.9884531335912132,0.37515654200979043,0.13863279100041837,16.92270529200323
32,96,11392,2.5878703969248225,70.63889148501926,8.404694609860567,5.733722662636143,0.08695226672091838,0.9768629136050619,0.3685170829994604,0.13788558400119655,17.429169249997358
33,99,11748,2.3423619082804477,81.64646102052734,9.035843127264181,5.992413196969129,-0.05532681215504298,1.0502201988186217,0.3610225409938721,0.14166816599026788,17.931923249998363
34,102,12104,2.2570059781663874,72.02737381985803,8.486894238757664,5.923477539649377,0.06900534510492107,0.98641683230277,0.3981415420130361,0.1429740409948863,18.473103666998213
35,105,12460,2.388338967655482,74.69962500044707,8.642894480464694,5.829014912428644,0.034464983104667724,1.0045484667893145,0.40152866700373124,0.13698900000599679,19.01168445899384
36,108,12816,2.5556103165230053,72.71668791958345,8.527408042282453,5.655000736838893,0.060095569441112606,0.9911256806297534,0.37452024999947753,0.14187245900393464,19.52813837499707
37,111,13172,2.2093852155663996,71.15007671523115,8.435050486821709,5.687057057855583,0.08034490771628733,0.9803911239434254,0.40902991700568236,0.14469379201182164,20.081922583995038
38,114,13528,1.529970268185219,72.01340955027062,8.486071502778575,5.5789791408338045,0.06918584120877591,0.9863212071429078,0.4087232500023674,0.13743108299968299,20.62814654200338
39,117,13884,1.3754846621095465,73.02156435275693,8.54526561042762,5.729212170187761,0.05615486864036068,0.9932012344550789,0.37671070800570305,0.13846975000342354,21.143388666998362
40,120,14240,1.3287825437074297,72.37929184062315,8.507602002951428,5.6127904759727505,0.06445660510625062,0.9888236594158972,0.39970933299628086,0.14253324999299366,21.685693000006722
