arm,initialization_seed,geometry,method,selected_count,selected_sketch_norm_percentile_median,selected_full_norm_percentile_median,selected_sketch_norm_median,selected_top_decile_fraction,pool_zero_norm_count,pool_below_epsilon_count,selected_zero_norm_count,maxdet_logdet_gain_sum,maxdet_gain_median,raw_pairwise_distance_mean,raw_pairwise_distance_median,raw_nearest_L_distance_mean,raw_nearest_L_distance_median,unit_pairwise_distance_mean,unit_pairwise_distance_median,unit_nearest_L_distance_mean,unit_nearest_L_distance_median,raw_unit_intersection,raw_unit_jaccard
A,525,raw,lcmd,32,96.87118064043024,97.22561720850648,1930.5458331049565,0.84375,0,0,0,,,2321.32373971102,2229.4781542941328,1325.0228293148966,1233.1515154850476,1.0688433040110827,1.0587633317981098,0.6139685945007368,0.6277762030852929,0,0.0
A,525,raw,maxdet,32,98.76558298704474,98.88780249327792,2325.1182000353965,1.0,0,0,0,21.782923551139337,0.6183519068728734,2778.308961433925,2700.9098576548868,1557.41860506564,1474.3136132900577,1.1005356967575244,1.1143991548749912,0.6037039597126407,0.6061599873056083,1,0.0158730158730158
A,525,unit,lcmd,32,29.30823759472012,26.729406013199707,694.4054604218937,0.0625,0,0,0,,,964.3164379107388,888.3102186552684,566.1299892356624,526.4569625477443,1.1742572943289342,1.1897208801262664,0.7714532055219583,0.7566121509798422,0,0.0
A,525,unit,maxdet,32,15.424101686629186,16.340747983378147,575.9244282086461,0.09375,0,0,0,9.469989600682348,0.2830237964796845,985.486708749248,747.7838722812454,546.0207426333079,469.9389695635805,1.2233433232216735,1.2426343819230965,0.780425768559345,0.7987752371740042,1,0.0158730158730158
D,525,raw,lcmd,32,97.65338548032268,97.6778293815693,1449.0667815266363,0.78125,0,0,0,,,1817.7054635017028,1750.1273480355874,1041.5145302765427,939.678098116646,1.1798299148533953,1.2235238549934344,0.7035267944496442,0.7109009263949186,0,0.0
D,525,raw,maxdet,32,99.10779760449768,99.03446590075777,1724.7525215294222,1.0,0,0,0,25.42655014916067,0.732100281158563,2129.625996018698,2116.9535852369454,1232.7789725298535,1215.9012077716857,1.2086672443507542,1.253953577009388,0.6956596555122916,0.7039019986021989,1,0.0158730158730158
D,525,unit,lcmd,32,40.57687606942068,40.85798093375704,582.275996151835,0.03125,0,0,0,,,769.8618284867775,731.1167855608746,468.761655451134,457.7402956281451,1.2336865691826282,1.2802476914688303,0.812004240185261,0.80972016703144,0,0.0
D,525,unit,maxdet,32,13.00415546321193,13.90857980933757,419.444300708565,0.0625,0,0,0,10.497368469600056,0.3187530461647634,723.7973602882759,596.3125924933825,443.76062683685615,387.2678926042971,1.2817446565097397,1.3035362925808045,0.875251183210376,0.881130357631638,1,0.0158730158730158
