arm,initialization_seed,batch_size,epochs_run,steps_per_epoch,total_optimizer_steps,total_sample_presentations,best_epoch,best_optimizer_step,seconds,updates_per_second,initialization_hash,checkpoint_hash,best_validation_rmse,best_validation_mae,best_validation_r2,best_validation_nrmse,final_validation_rmse,final_validation_mae,final_validation_r2,final_validation_nrmse
A,525,2048,300,1,300,106800,134,134,170.8917478749936,1.7554972883737394,90ae1f750428ad51517cec81fe86a279dea391079d65096b74209169868df19b,8ab796eb45a69c5c914d10cd9f4aabdd188a98aeb8f4c8c7807afb935cfd893e,7.918731533604954,5.340686309675456,0.1894853927685124,0.9203802775770276,8.017035430497284,5.298530876395191,0.16923687154186973,0.9318059670987276
B,525,256,150,2,300,53400,109,218,167.82578237500275,1.7875680110321612,90ae1f750428ad51517cec81fe86a279dea391079d65096b74209169868df19b,beddf95f4d30d2b85abd544e13d103396f30bb22bba5722d4f5e92f3eb473ded,7.7579312989417835,5.0980792586137404,0.22206830535375321,0.9016907483278442,7.8570232915416955,5.130489084884705,0.20206835606789952,0.9132080368314044
C,525,128,100,3,300,35600,55,165,104.09299183399708,2.8820384034923965,90ae1f750428ad51517cec81fe86a279dea391079d65096b74209169868df19b,268874eb570813bff0243f37a54ca98d9fae6c1ac3c5417bfa02845b87c1206a,8.30565877780421,5.475391025967926,0.10834309475454806,0.9653521525429798,8.553430416452068,5.596983459314354,0.05435036205885169,0.9941502155391394
D,525,256,300,2,600,106800,233,466,263.6509850000002,2.275735855870212,90ae1f750428ad51517cec81fe86a279dea391079d65096b74209169868df19b,51ad4306d87c65756c05d156bdca4cddcdba79c79b5522701c63d0d3237d56fb,7.752414989563484,5.116900859091446,0.22317421517943892,0.9010495973637973,7.942704649307351,5.19561601650377,0.18457047114237746,0.92316663076894
E,525,128,300,3,900,106800,192,576,180.61035887499747,4.98310288294649,90ae1f750428ad51517cec81fe86a279dea391079d65096b74209169868df19b,c4251e3693837db8c824a97edbfd598662afafdbbb068d8dfb7f2d3a0156c9a3,8.21919201511823,5.447393781984383,0.12681179588505742,0.9553022723690677,8.349965236217892,5.449766347282811,0.09880465035920305,0.9705018144958047
A,1525,2048,300,1,300,106800,86,86,283.01137966699025,1.0600280467626413,82f9d7e78b7f6a4794be4114605ed8d8ef7e37d7d2ca3cd8c8c0add062c164da,2be3909e6252285a997302e3de1ee7111e4c0f40786cf1e3222e1757d1af2cd0,7.513503344962675,5.17502515711765,0.2703164166874281,0.8732813159362827,7.633090124232219,5.186625094548893,0.2469039190781135,0.8871806775488791
D,1525,256,300,2,600,106800,277,554,586.8214896249992,1.0224574433758762,82f9d7e78b7f6a4794be4114605ed8d8ef7e37d7d2ca3cd8c8c0add062c164da,9a1bd75655ba7ab3ce1ed891ef5dd37bc251c8178ce7199d9c8ca0be63e9e3e5,7.429391737949848,4.990566840538611,0.28656218611207707,0.8635051713755801,7.504968019755047,5.0406198453324045,0.2719733133038982,0.8722892700574106
A,2525,2048,300,1,300,106800,279,279,519.6201307090087,0.5773448376425631,c30c31f5ef1705ad6a32202a11c78023cd6b74a6009f4191dc4da3da7f045df6,eab709aeae30ab966b1073a9a2461c0583c2020ac5a4dd631d5f4b749c47f3c4,7.944429579010477,5.363579586932533,0.18421625644863782,0.9233671163229997,8.001070843325955,5.3279585268816,0.17254222928459606,0.9299504311319133
D,2525,256,300,2,600,106800,102,204,559.7974390419986,1.0718162645166822,c30c31f5ef1705ad6a32202a11c78023cd6b74a6009f4191dc4da3da7f045df6,8bbbbe7bd34702279b089b6416a18436a6f38fb47ca1a946541528c1c97894bd,7.755326949298554,5.228047399868367,0.22259052345201735,0.9013880493365511,7.951776928350291,5.2999160241501535,0.18270661506433328,0.9242210858503331
