epoch,train_loss,validation_mse,train_seconds,validation_seconds,steps_per_epoch,observed_batch_sizes
1,276.64995326212005,245.9265601313723,0.8978652920050081,0.2318199159926735,2,"[256, 109]"
2,120.96831731926905,267.9091092374782,0.7507676660025027,0.30910362499707844,2,"[256, 109]"
3,103.30858620421527,268.0123752980839,0.8537033749889815,0.23967379200621508,2,"[256, 109]"
4,78.28055231799819,267.6848015132841,0.9339984169928357,0.2759535410004901,2,"[256, 109]"
5,70.5619523139849,265.3813877237987,0.9846292919974076,0.29034354198665824,2,"[256, 109]"
6,63.76736375991612,255.1493988962922,0.9806209590024082,0.31382700000540353,2,"[256, 109]"
7,63.906949636380965,195.24482651071995,0.8087882499967236,0.23844720899069216,2,"[256, 109]"
8,58.0639581758682,168.98310036814456,0.9001600829942618,0.26982950000092387,2,"[256, 109]"
9,47.08219390242067,153.57904080887158,1.3971854999981588,0.3987073329917621,2,"[256, 109]"
10,47.352263254662084,108.65130214946348,1.1125537079933565,0.31801887501205783,2,"[256, 109]"
11,41.18197141673467,78.63366779075002,1.29065508399799,0.5048665000067558,2,"[256, 109]"
12,34.76571817267431,76.70493153595639,1.6712162089970661,0.4873809590062592,2,"[256, 109]"
13,32.798184658729866,74.32606068398209,1.9694227499858243,0.6532960000040475,2,"[256, 109]"
14,30.271217351417018,87.36105857055823,1.9568967910017818,0.5268037080095382,2,"[256, 109]"
15,27.031682555316245,79.23043984912415,1.9841777499968885,0.7035824579943437,2,"[256, 109]"
16,24.335396053366466,91.09542842365343,2.5202980839967495,0.5263717920024646,2,"[256, 109]"
17,19.642536879239017,138.31016482154976,1.8566117089940235,0.4943765829957556,2,"[256, 109]"
18,23.3051289284066,119.17072130904558,1.7117364169971552,0.32065137500467245,2,"[256, 109]"
19,18.109709841584507,109.70645331365321,0.9063903330097673,0.2890314170072088,2,"[256, 109]"
20,18.083542212394818,132.12435854988584,0.7814114579960005,0.209721332998015,2,"[256, 109]"
21,17.733054508575023,102.079081179367,0.7816269579925574,0.28512650000629947,2,"[256, 109]"
22,14.33709111148364,78.72914478488438,0.8777320420049364,0.23016695799014997,2,"[256, 109]"
23,14.608183429665761,77.68750485314038,0.9929331670136889,0.2828275830106577,2,"[256, 109]"
24,13.413730041294881,86.38125361458773,0.9729284589993767,0.27857316700101364,2,"[256, 109]"
25,14.23641716421467,67.19362216029056,1.0096747920033522,0.2749906669923803,2,"[256, 109]"
26,10.636884705007892,70.1683193885009,0.8071587089943932,0.39572579199739266,2,"[256, 109]"
27,11.300860347486521,69.2868215861263,1.348608416999923,0.24972979100130033,2,"[256, 109]"
28,10.781425708613984,71.48871807536737,1.0435075409914134,0.30437133301165886,2,"[256, 109]"
29,7.186563115577175,76.52222227133757,1.3677094579907134,0.4951562080095755,2,"[256, 109]"
30,10.321775504334331,71.90351724507194,1.8029362499946728,0.5673472079943167,2,"[256, 109]"
31,9.285474131858512,70.33832791835444,1.8509661670104833,0.575089834004757,2,"[256, 109]"
32,8.518609236364496,74.03430197575904,1.7956833329953952,0.5858926250075456,2,"[256, 109]"
33,14.468591047313115,70.7310975775298,1.5410036670073168,0.5078015829931246,2,"[256, 109]"
34,9.639940922880825,87.7448117429642,1.6196426670067012,0.6376600000075996,2,"[256, 109]"
35,11.481458758001459,74.74955773533563,2.2139298749971204,0.487447624997003,2,"[256, 109]"
36,7.49845694058562,70.94259661911025,1.5431398749933578,0.4389572079962818,2,"[256, 109]"
37,6.707468168702844,73.26926632083966,1.1425156670011347,0.30830429200432263,2,"[256, 109]"
38,9.108731327318166,70.39569010757798,0.9675893749954412,0.2621115829970222,2,"[256, 109]"
39,10.684509768551344,81.61224163363376,0.9597166250023292,0.2908953330043005,2,"[256, 109]"
40,7.23499886760973,91.0140956601642,0.754235874992446,0.23085424999590032,2,"[256, 109]"
41,8.093947002985706,73.05197566022785,0.8716521669994108,0.2912683339964133,2,"[256, 109]"
42,7.209158190635786,78.3799878038873,0.8147217079967959,0.2841015409940155,2,"[256, 109]"
43,6.853769696901923,76.17685057520188,1.008284708004794,0.2929072080005426,2,"[256, 109]"
44,7.167493909025845,67.17998853888803,0.9811099170037778,0.2551050839974778,2,"[256, 109]"
45,5.1564599755692155,65.95706424113335,1.3751112909958465,0.39020183400134556,2,"[256, 109]"
46,5.5363353912144495,69.8916138972555,1.110334833007073,0.243892375001451,2,"[256, 109]"
47,6.643645607935239,74.26985979230777,0.878305582999019,0.35909070799243636,2,"[256, 109]"
48,5.2730529210338855,84.70512709513736,2.126670791010838,0.6265465000033146,2,"[256, 109]"
49,6.453627831968543,79.619785300823,1.7326715419912944,0.5299924999999348,2,"[256, 109]"
50,6.131781079017952,70.20983857827704,1.585059375007404,0.5675313749961788,2,"[256, 109]"
51,4.677630238990261,68.48737575446832,1.9044834160013124,0.5608935840136837,2,"[256, 109]"
52,4.236653970692256,69.38120849249196,1.787421875007567,0.5030879580008332,2,"[256, 109]"
53,4.397337628717292,73.55863872112674,1.5625372500071535,0.5529037499945844,2,"[256, 109]"
54,4.69228113383463,74.51885187726282,1.7447684169892455,0.5531378330051666,2,"[256, 109]"
55,4.8367158027544415,81.15068600614089,1.640094834001502,0.45118924998678267,2,"[256, 109]"
56,3.801159110134595,75.1755140619361,1.0113373329950264,0.3047885830019368,2,"[256, 109]"
57,5.199727676339346,72.16258270479942,0.990067499995348,0.2866434589959681,2,"[256, 109]"
58,3.6889150175329757,74.07051018422635,0.9016317499917932,0.2874889999948209,2,"[256, 109]"
59,3.774995843025103,72.48698765689473,0.878089457997703,0.22828820798895322,2,"[256, 109]"
60,3.5931450020777036,70.53031822856259,0.9092482499981998,0.25473250000504777,2,"[256, 109]"
61,3.6942887404193616,75.05747728816668,0.8368273340020096,0.24092445899441373,2,"[256, 109]"
62,3.6189984595938904,70.86391250917285,0.961393791003502,0.3038418340001954,2,"[256, 109]"
63,3.456922387423581,73.71480990816461,0.9529424999927869,0.3010696249984903,2,"[256, 109]"
64,3.463844147773638,81.95808855971026,1.183488667011261,0.33865304201026447,2,"[256, 109]"
65,3.050188406852827,73.77966477453204,0.9152969999995548,0.359442457993282,2,"[256, 109]"
66,2.7874654874409717,74.52985594175254,0.9020133330050157,0.2509917499992298,2,"[256, 109]"
67,2.8925535064854033,76.36411251161299,1.3459875830012606,0.6608764999982668,2,"[256, 109]"
68,2.687812723525583,78.98089598632008,2.1987694580020616,0.48478299999260344,2,"[256, 109]"
69,3.244691638423972,76.6867653643232,1.5861718750093132,0.4205592920043273,2,"[256, 109]"
70,3.018188914860765,74.26011631168336,1.7665844169969205,0.5628007500054082,2,"[256, 109]"
71,2.463242993942679,78.7355719014845,1.7934818339999765,0.48004920899984427,2,"[256, 109]"
72,3.0661496933192423,76.12032186987506,1.7841859170002863,0.5195196669956204,2,"[256, 109]"
