epoch,train_loss,validation_mse,train_seconds,validation_seconds
1,311.7886657714844,246.0780888979471,0.9577340409960016,0.3265614589981851
2,145.7120819091797,144.53884183246967,1.0436365409987047,0.28496437500143657
3,164.98712158203125,164.04623233459014,0.9220477499984554,0.2909858749990235
4,108.16429901123047,204.26814387250025,0.8782963330013445,0.2720954999967944
5,109.0508804321289,231.74758545218805,0.8717128339994815,0.2355308749974938
6,91.8555679321289,250.3311503330059,0.8939397499998449,0.3010052090030513
7,76.45608520507812,262.0967903977907,0.8527938750048634,0.24259779199928744
8,69.38848114013672,265.1746152857775,0.8772922920034034,0.2541927920028684
9,64.68231201171875,264.0024070259515,0.906731832998048,0.21919633299694397
10,62.076045989990234,259.34933922083184,0.8776656249974621,0.2353914999985136
11,58.122642517089844,247.9461427231565,0.9199832079975749,0.23064524999790592
12,53.38331604003906,221.60838257457115,0.8498647919986979,0.2656850420025876
13,48.92631912231445,182.7639925433192,1.0063689590024296,0.28006399999867426
14,45.064998626708984,153.68170398405346,0.8691499169945018,0.2490180419990793
15,42.14800262451172,135.61858360405824,0.8676597080047941,0.23118275000160793
16,40.068275451660156,117.22296348055039,0.859527500004333,0.23171200000069803
17,37.48236846923828,98.8112049037558,0.8539271249974263,0.2544996249998803
18,34.42689895629883,88.62408798086021,0.9129761250005686,0.2761319579949486
19,31.091659545898438,83.28117325966637,0.8536946659951354,0.22296445800020592
20,27.993927001953125,82.07217834180962,0.8511215000035008,0.306490417002351
21,24.890058517456055,79.07532555697479,1.0822448749968316,0.2808923330012476
22,22.830310821533203,114.19831639004126,0.9251627499979804,0.27376604200253496
23,24.11197853088379,73.90723809884118,1.109627666999586,0.312182165995182
24,28.417890548706055,78.11711301623099,0.9312097090005409,0.279780083001242
25,19.11580467224121,98.91014125409096,1.0326290410012007,0.2721902500052238
26,25.477060317993164,69.17501279676421,0.9201833750048536,0.2684987500033458
27,18.27332305908203,66.9145453261705,0.9138187919961638,0.2546056249993853
28,17.70745277404785,72.42666871154982,0.9483385420026025,0.26040466600534273
29,15.466646194458008,76.61614417905622,0.923395083998912,0.31789279200165765
30,15.110334396362305,72.43937771754264,0.8974172909947811,0.26183429199591046
31,12.185091972351074,71.75721773357012,0.9047118330054218,0.2592535419971682
32,13.086302757263184,74.37591400810071,0.9083864170024754,0.29971683400071925
33,11.228266716003418,75.7910206181327,0.961956042003294,0.2842123329974129
